State,-,"$7,039,534 ","$360,634 ",5.1,,"$57,384 ",15.9,,"$126,608 ",35.1,,"$176,642 ",49
"Local, total",-,"$2,979,543 ","$142,980 ",4.8,,"$130,115 ",91,,"$11,315 ",7.9,,"$1,550 ",1.1
Boroughs,-,"$973,644 ","$15,660 ",1.6,,"$8,901 ",56.8,,"$6,759 ",43.2,,$0 ,0
Municipalities,-,"$1,906,045 ","$127,320 ",6.7,,"$121,214 ",95.2,,"$4,556 ",3.6,,"$1,550 ",1.2

Arizona,"5,740","$36,071,623 ","$3,277,973 ",9.1,,"$1,416,882 ",43.2,,"$686,168 ",20.9,,"$1,174,923 ",35.8
State,-,"$14,204,723 ","$1,050,944 ",7.4,,"$180,767 ",17.2,,"$151,330 ",14.4,,"$718,847 ",68.4
"Local, total",-,"$21,866,900 ","$2,227,029 ",10.2,,"$1,236,115 ",55.5,,"$534,838 ",24,,"$456,076 ",20.5
Counties,-,"$4,064,475 ","$1,088,089 ",26.8,,"$231,909 ",21.3,,"$400,188 ",36.8,,"$455,992 ",41.9
Municipalities,-,"$7,342,068 ","$1,138,940 ",15.5,,"$1,004,206 ",88.2,,"$134,650 ",11.8,,$84 ,0

Arkansas,"2,750","$16,322,916 ","$1,096,999 ",6.7,,"$440,895 ",40.2,,"$198,146 ",18.1,,"$457,958 ",41.7
State,-,"$9,440,826 ","$557,341 ",5.9,,"$79,612 ",14.3,,"$126,397 ",22.7,,"$351,332 ",63
"Local, total",-,"$6,882,090 ","$539,658 ",7.8,,"$361,283 ",66.9,,"$71,749 ",13.3,,"$106,626 ",19.8
Counties,-,"$748,241 ","$259,539 ",34.7,,"$105,515 ",40.7,,"$50,345 ",19.4,,"$103,679 ",39.9
Municipalities,-,"$2,107,768 ","$280,119 ",13.3,,"$255,768 ",91.3,,"$21,404 ",7.6,,"$2,947 ",1.1

California,"35,842","$324,606,219 ","$27,813,099 ",8.6,,"$11,163,042 ",40.1,,"$7,169,353 ",25.8,,"$9,480,704 ",34.1
State,-,"$123,682,564 ","$9,648,779 ",7.8,,"$1,183,104 ",12.3,,"$2,865,860 ",29.7,,"$5,599,815 ",58
"Local, total",-,"$200,923,655 ","$18,164,320 ",9,,"$9,979,938 ",54.9,,"$4,303,493 ",23.7,,"$3,880,889 ",21.4
Counties,-,"$54,768,997 ","$10,930,550 ",20,,"$3,279,462 ",30,,"$3,908,335 ",35.8,,"$3,742,753 ",34.2
Municipalities,-,"$53,650,033 ","$7,233,770 ",13.5,,"$6,700,476 ",92.6,,"$395,158 ",5.5,,"$138,136 ",1.9

Colorado,"4,602","$34,392,234 ","$2,330,960 ",6.8,,"$1,098,385 ",47.1,,"$401,747 ",17.2,,"$830,828 ",35.6
State,-,"$13,199,956 ","$903,360 ",6.8,,"$99,142 ",11,,"$209,536 ",23.2,,"$594,682 ",65.8
"Local, total",-,"$21,192,278 ","$1,427,600 ",6.7,,"$999,243 ",70,,"$192,211 ",13.5,,"$236,146 ",16.5
Counties,-,"$2,935,377 ","$583,077 ",19.9,,"$315,790 ",54.2,,"$98,135 ",16.8,,"$169,152 ",29
Municipalities,-,"$7,570,650 ","$844,523 ",11.2,,"$683,453 ",80.9,,"$94,076 ",11.1,,"$66,994 ",7.9

Connecticut,"3,499","$28,836,790 ","$1,865,439 ",6.5,,"$806,203 ",43.2,,"$503,965 ",27,,"$555,271 ",29.8
State,-,"$16,126,655 ","$1,188,727 ",7.4,,"$170,905 ",14.4,,"$462,828 ",38.9,,"$554,994 ",46.7
"Local, total",-,"$12,710,135 ","$676,712 ",5.3,,"$635,298 ",93.9,,"$41,137 ",6.1,,$277 ,0
Municipalities,-,"$11,436,513 ","$676,712 ",5.9,,"$635,298 ",93.9,,"$41,137 ",6.1,,$277 ,0

Delaware,830,"$6,920,959 ","$529,610 ",7.7,,"$201,616 ",38.1,,"$125,212 ",23.6,,"$202,782 ",38.3
State,-,"$4,465,250 ","$391,939 ",8.8,,"$75,960 ",19.4,,"$113,197 ",28.9,,"$202,782 ",51.7
"Local, total",-,"$2,455,709 ","$137,671 ",5.6,,"$125,656 ",91.3,,"$12,015 ",8.7,,$0 ,0
Counties,-,"$459,089 ","$64,177 ",14,,"$54,992 ",85.7,,"$9,185 ",14.3,,$0 ,0
Municipalities,-,"$483,077 ","$73,494 ",15.2,,"$70,664 ",96.1,,"$2,830 ",3.9,,$0 ,0

District of Columbia,558,"$8,492,599 ","$634,940 ",7.5,,"$414,724 ",65.3,,"$55,840 ",8.8,,"$164,376 ",25.9
"Local, total",-,"$8,492,599 ","$634,940 ",7.5,,"$414,724 ",65.3,,"$55,840 ",8.8,,"$164,376 ",25.9
Municipality,-,"$7,011,490 ","$634,940 ",9.1,,"$414,724 ",65.3,,"$55,840 ",8.8,,"$164,376 ",25.9

Florida,"17,385","$115,546,534 ","$10,386,501 ",9,,"$5,015,002 ",48.3,,"$1,821,513 ",17.5,,"$3,549,986 ",34.2
State,-,"$43,501,026 ","$3,449,210 ",7.9,,"$402,615 ",11.7,,"$861,556 ",25,,"$2,185,039 ",63.3
"Local, total",-,"$72,045,508 ","$6,937,291 ",9.6,,"$4,612,387 ",66.5,,"$959,957 ",13.8,,"$1,364,947 ",19.7
Counties,-,"$22,189,448 ","$4,574,261 ",20.6,,"$2,404,125 ",52.6,,"$859,610 ",18.8,,"$1,310,526 ",28.7
Municipalities,-,"$16,910,716 ","$2,363,030 ",14,,"$2,208,262 ",93.5,,"$100,347 ",4.2,,"$54,421 ",2.3

Georgia,"8,918","$58,434,968 ","$4,280,777 ",7.3,,"$1,655,362 ",38.7,,"$783,381 ",18.3,,"$1,842,034 ",43
State,-,"$24,861,370 ","$1,663,829 ",6.7,,"$222,518 ",13.4,,"$183,907 ",11.1,,"$1,257,404 ",75.6
"Local, total",-,"$33,573,598 ","$2,616,948 ",7.8,,"$1,432,844 ",54.8,,"$599,474 ",22.9,,"$584,630 ",22.3
Counties,-,"$7,174,813 ","$1,741,921 ",24.3,,"$745,305 ",42.8,,"$510,555 ",29.3,,"$486,061 ",27.9
Municipalities,-,"$6,575,413 ","$875,027 ",13.3,,"$687,539 ",78.6,,"$88,919 ",10.2,,"$98,569 ",11.3

Hawaii,"1,262","$9,869,361 ","$646,415 ",6.5,,"$263,768 ",40.8,,"$224,618 ",34.7,,"$158,029 ",24.4
State,-,"$7,721,682 ","$354,148 ",4.6,,"$10,558 ",3,,"$185,561 ",52.4,,"$158,029 ",44.6
"Local, total",-,"$2,147,679 ","$292,267 ",13.6,,"$253,210 ",86.6,,"$39,057 ",13.4,,$0 ,0
Counties,-,"$655,380 ","$95,723 ",14.6,,"$77,313 ",80.8,,"$18,410 ",19.2,,$0 ,0
Municipalities,-,"$1,477,156 ","$196,544 ",13.3,,"$175,897 ",89.5,,"$20,647 ",10.5,,$0 ,0

Idaho,"1,395","$8,425,980 ","$610,844 ",7.2,,"$250,409 ",41,,"$127,353 ",20.8,,"$233,082 ",38.2
State,-,"$4,265,839 ","$264,187 ",6.2,,"$39,183 ",14.8,,"$55,818 ",21.1,,"$169,186 ",64
"Local, total",-,"$4,160,141 ","$346,657 ",8.3,,"$211,226 ",60.9,,"$71,535 ",20.6,,"$63,896 ",18.4
Counties,-,"$951,252 ","$227,113 ",23.9,,"$99,594 ",43.9,,"$63,623 ",28,,"$63,896 ",28.1
Municipalities,-,"$870,228 ","$119,544 ",13.7,,"$111,632 ",93.4,,"$7,912 ",6.6,,$0 ,0

Illinois,"12,712","$95,419,238 ","$6,454,197 ",6.8,,"$3,459,788 ",53.6,,"$1,158,366 ",17.9,,"$1,836,043 ",28.4
State,-,"$40,125,567 ","$1,878,949 ",4.7,,"$364,602 ",19.4,,"$295,337 ",15.7,,"$1,219,010 ",64.9
"Local, total",-,"$55,293,671 ","$4,575,248 ",8.3,,"$3,095,186 ",67.7,,"$863,029 ",18.9,,"$617,033 ",13.5
Counties,-,"$5,918,087 ","$1,777,149 ",30,,"$361,861 ",20.4,,"$798,327 ",44.9,,"$616,961 ",34.7
Municipalities,-,"$16,992,439 ","$2,798,099 ",16.5,,"$2,733,325 ",97.7,,"$64,702 ",2.3,,$72 ,0

Indiana,"6,227","$39,333,204 ","$2,224,501 ",5.7,,"$926,959 ",41.7,,"$382,898 ",17.2,,"$914,644 ",41.1
State,-,"$17,409,933 ","$983,308 ",5.6,,"$219,314 ",22.3,,"$118,210 ",12,,"$645,784 ",65.7
"Local, total",-,"$21,923,271 ","$1,241,193 ",5.7,,"$707,645 ",57,,"$264,688 ",21.3,,"$268,860 ",21.7
Counties,-,"$4,403,220 ","$576,885 ",13.1,,"$177,699 ",30.8,,"$192,545 ",33.4,,"$206,641 ",35.8
Municipalities,-,"$7,187,173 ","$664,308 ",9.2,,"$529,946 ",79.8,,"$72,143 ",10.9,,"$62,219 ",9.4

Iowa,"2,953","$20,586,424 ","$1,088,901 ",5.3,,"$496,011 ",45.6,,"$269,140 ",24.7,,"$323,750 ",29.7
State,-,"$9,894,379 ","$482,285 ",4.9,,"$67,366 ",14,,"$199,082 ",41.3,,"$215,837 ",44.8
"Local, total",-,"$10,692,045 ","$606,616 ",5.7,,"$428,645 ",70.7,,"$70,058 ",11.5,,"$107,913 ",17.8
Counties,-,"$2,149,410 ","$303,840 ",14.1,,"$138,096 ",45.5,,"$58,557 ",19.3,,"$107,187 ",35.3
Municipalities,-,"$3,477,831 ","$302,776 ",8.7,,"$290,549 ",96,,"$11,501 ",3.8,,$726 ,0.2

Kansas,"2,734","$18,359,197 ","$1,215,622 ",6.6,,"$542,696 ",44.6,,"$267,389 ",22,,"$405,537 ",33.4
State,-,"$8,328,320 ","$496,835 ",6,,"$70,282 ",14.1,,"$163,370 ",32.9,,"$263,183 ",53
"Local, total",-,"$10,030,877 ","$718,787 ",7.2,,"$472,414 ",65.7,,"$104,019 ",14.5,,"$142,354 ",19.8
Counties,-,"$1,850,511 ","$371,313 ",20.1,,"$164,201 ",44.2,,"$70,416 ",19,,"$136,696 ",36.8
Municipalities,-,"$3,400,725 ","$347,474 ",10.2,,"$308,213 ",88.7,,"$33,603 ",9.7,,"$5,658 ",1.6

Kentucky,"4,142","$26,867,520 ","$1,564,589 ",5.8,,"$594,904 ",38,,"$350,869 ",22.4,,"$618,816 ",39.6
State,-,"$16,209,679 ","$873,598 ",5.4,,"$131,499 ",15.1,,"$312,885 ",35.8,,"$429,214 ",49.1
"Local, total",-,"$10,657,841 ","$690,991 ",6.5,,"$463,405 ",67.1,,"$37,984 ",5.5,,"$189,602 ",27.4
Counties,-,"$1,807,238 ","$207,797 ",11.5,,"$49,416 ",23.8,,"$31,886 ",15.3,,"$126,495 ",60.9
Municipalities,-,"$3,299,281 ","$483,194 ",14.6,,"$413,989 ",85.7,,"$6,098 ",1.3,,"$63,107 ",13.1

Louisiana,"4,507","$31,089,144 ","$2,345,416 ",7.5,,"$987,653 ",42.1,,"$506,812 ",21.6,,"$850,951 ",36.3
State,-,"$16,061,708 ","$812,566 ",5.1,,"$193,918 ",23.9,,"$164,695 ",20.3,,"$453,953 ",55.9
"Local, total",-,"$15,027,436 ","$1,532,850 ",10.2,,"$793,735 ",51.8,,"$342,117 ",22.3,,"$396,998 ",25.9
Parishes,-,"$4,067,118 ","$817,004 ",20.1,,"$309,516 ",37.9,,"$195,665 ",23.9,,"$311,823 ",38.2
Municipalities,-,"$4,865,665 ","$715,846 ",14.7,,"$484,219 ",67.6,,"$146,452 ",20.5,,"$85,175 ",11.9

Maine,"1,315","$10,027,226 ","$459,680 ",4.6,,"$207,778 ",45.2,,"$90,347 ",19.7,,"$161,555 ",35.1
State,-,"$6,272,901 ","$250,615 ",4,,"$60,486 ",24.1,,"$78,066 ",31.1,,"$112,063 ",44.7
"Local, total",-,"$3,754,325 ","$209,065 ",5.6,,"$147,292 ",70.5,,"$12,281 ",5.9,,"$49,492 ",23.7
Counties,-,"$128,806 ","$84,224 ",65.4,,"$27,019 ",32.1,,"$8,875 ",10.5,,"$48,330 ",57.4
Municipalities,-,"$2,334,194 ","$124,841 ",5.3,,"$120,273 ",96.3,,"$3,406 ",2.7,,"$1,162 ",0.9

Maryland,"5,561","$38,540,188 ","$3,299,832 ",8.6,,"$1,429,137 ",43.3,,"$559,319 ",16.9,,"$1,311,376 ",39.7
State,-,"$19,711,160 ","$1,708,798 ",8.7,,"$323,734 ",18.9,,"$340,944 ",20,,"$1,044,120 ",61.1
"Local, total",-,"$18,829,028 ","$1,591,034 ",8.4,,"$1,105,403 ",69.5,,"$218,375 ",13.7,,"$267,256 ",16.8
Counties,-,"$14,704,687 ","$1,104,032 ",7.5,,"$672,545 ",60.9,,"$164,231 ",14.9,,"$267,256 ",24.2
Municipalities,-,"$3,679,065 ","$487,002 ",13.2,,"$432,858 ",88.9,,"$54,144 ",11.1,,$0 ,0

Massachusetts,"6,407","$58,026,652 ","$3,330,631 ",5.7,,"$1,479,742 ",44.4,,"$831,900 ",25,,"$1,018,989 ",30.6
State,-,"$32,202,931 ","$1,884,400 ",5.9,,"$324,243 ",17.2,,"$764,643 ",40.6,,"$795,514 ",42.2
"Local, total",-,"$25,823,721 ","$1,446,231 ",5.6,,"$1,155,499 ",79.9,,"$67,257 ",4.7,,"$223,475 ",15.5
Counties,-,"$349,666 ","$127,862 ",36.6,,"$5,096 ",4,,"$1,335 ",1,,"$121,431 ",95
Municipalities,-,"$20,503,565 ","$1,318,369 ",6.4,,"$1,150,403 ",87.3,,"$65,922 ",5,,"$102,044 ",7.7

Michigan,"10,104","$77,562,285 ","$5,446,539 ",7,,"$2,256,039 ",41.4,,"$1,096,659 ",20.1,,"$2,093,841 ",38.4
State,-,"$33,649,567 ","$2,025,216 ",6,,"$286,350 ",14.1,,"$162,909 ",8,,"$1,575,957 ",77.8
"Local, total",-,"$43,912,718 ","$3,421,323 ",7.8,,"$1,969,689 ",57.6,,"$933,750 ",27.3,,"$517,884 ",15.1
Counties,-,"$8,709,724 ","$1,654,321 ",19,,"$392,274 ",23.7,,"$744,461 ",45,,"$517,586 ",31.3
Municipalities,-,"$15,332,858 ","$1,767,002 ",11.5,,"$1,577,415 ",89.3,,"$189,289 ",10.7,,$298 ,0

Minnesota,"5,097","$42,143,565 ","$2,388,414 ",5.7,,"$1,144,184 ",47.9,,"$552,116 ",23.1,,"$692,114 ",29
State,-,"$19,193,522 ","$823,437 ",4.3,,"$186,906 ",22.7,,"$289,841 ",35.2,,"$346,690 ",42.1
"Local, total",-,"$22,950,043 ","$1,564,977 ",6.8,,"$957,278 ",61.2,,"$262,275 ",16.8,,"$345,424 ",22.1
Counties,-,"$5,244,229 ","$919,543 ",17.5,,"$339,304 ",36.9,,"$236,308 ",25.7,,"$343,931 ",37.4
Municipalities,-,"$7,435,637 ","$645,434 ",8.7,,"$617,974 ",95.7,,"$25,967 ",4,,"$1,493 ",0.2

Mississippi,"2,901","$19,450,158 ","$1,052,272 ",5.4,,"$512,552 ",48.7,,"$180,097 ",17.1,,"$359,623 ",34.2
State,-,"$10,449,759 ","$431,910 ",4.1,,"$74,388 ",17.2,,"$73,332 ",17,,"$284,190 ",65.8
"Local, total",-,"$9,000,399 ","$620,362 ",6.9,,"$438,164 ",70.6,,"$106,765 ",17.2,,"$75,433 ",12.2
Counties,-,"$2,354,760 ","$337,228 ",14.3,,"$175,359 ",52,,"$90,275 ",26.8,,"$71,594 ",21.2
Municipalities,-,"$2,300,312 ","$283,134 ",12.3,,"$262,805 ",92.8,,"$16,490 ",5.8,,"$3,839 ",1.4

Missouri,"5,760","$35,566,902 ","$2,318,903 ",6.5,,"$1,088,638 ",46.9,,"$409,322 ",17.7,,"$820,943 ",35.4
State,-,"$16,778,864 ","$948,152 ",5.7,,"$134,869 ",14.2,,"$203,983 ",21.5,,"$609,300 ",64.3
"Local, total",-,"$18,788,038 ","$1,370,751 ",7.3,,"$953,769 ",69.6,,"$205,339 ",15,,"$211,643 ",15.4
Counties,-,"$2,110,667 ","$510,528 ",24.2,,"$232,490 ",45.5,,"$132,600 ",26,,"$145,438 ",28.5
Municipalities,-,"$5,984,872 ","$860,223 ",14.4,,"$721,279 ",83.8,,"$72,739 ",8.5,,"$66,205 ",7.7

Montana,927,"$6,198,453 ","$397,437 ",6.4,,"$167,579 ",42.2,,"$84,720 ",21.3,,"$145,138 ",36.5
State,-,"$3,735,940 ","$199,987 ",5.4,,"$30,675 ",15.3,,"$48,156 ",24.1,,"$121,156 ",60.6
"Local, total",-,"$2,462,513 ","$197,450 ",8,,"$136,904 ",69.3,,"$36,564 ",18.5,,"$23,982 ",12.1
Counties,-,"$464,336 ","$116,099 ",25,,"$72,361 ",62.3,,"$26,790 ",23.1,,"$16,948 ",14.6
Municipalities,-,"$540,238 ","$81,351 ",15.1,,"$64,543 ",79.3,,"$9,774 ",12,,"$7,034 ",8.6

Nebraska,"1,748","$14,056,783 ","$700,451 ",5,,"$280,690 ",40.1,,"$123,831 ",17.7,,"$295,930 ",42.2
State,-,"$5,284,304 ","$293,616 ",5.6,,"$54,243 ",18.5,,"$52,101 ",17.7,,"$187,272 ",63.8
"Local, total",-,"$8,772,479 ","$406,835 ",4.6,,"$226,447 ",55.7,,"$71,730 ",17.6,,"$108,658 ",26.7
Counties,-,"$1,009,511 ","$238,109 ",23.6,,"$62,850 ",26.4,,"$66,896 ",28.1,,"$108,363 ",45.5
Municipalities,-,"$2,165,237 ","$168,726 ",7.8,,"$163,597 ",97,,"$4,834 ",2.9,,$295 ,0.2

Nevada,"2,333","$16,180,994 ","$1,546,442 ",9.6,,"$705,063 ",45.6,,"$295,460 ",19.1,,"$545,919 ",35.3
State,-,"$5,737,797 ","$354,833 ",6.2,,"$61,993 ",17.5,,"$60,738 ",17.1,,"$232,102 ",65.4
"Local, total",-,"$10,443,197 ","$1,191,609 ",11.4,,"$643,070 ",54,,"$234,722 ",19.7,,"$313,817 ",26.3
Counties,-,"$4,562,897 ","$858,400 ",18.8,,"$465,100 ",54.2,,"$175,720 ",20.5,,"$217,580 ",25.3
Municipalities,-,"$1,646,539 ","$333,209 ",20.2,,"$177,970 ",53.4,,"$59,002 ",17.7,,"$96,237 ",28.9

New Hampshire,"1,299","$8,345,595 ","$474,951 ",5.7,,"$239,019 ",50.3,,"$105,948 ",22.3,,"$129,984 ",27.4
State,-,"$4,375,075 ","$216,785 ",5,,"$36,379 ",16.8,,"$87,248 ",40.2,,"$93,158 ",43
"Local, total",-,"$3,970,520 ","$258,166 ",6.5,,"$202,640 ",78.5,,"$18,700 ",7.2,,"$36,826 ",14.3
Counties,-,"$298,870 ","$63,797 ",21.3,,"$17,124 ",26.8,,"$9,847 ",15.4,,"$36,826 ",57.7
Municipalities,-,"$1,914,565 ","$194,369 ",10.2,,"$185,516 ",95.4,,"$8,853 ",4.6,,$0 ,0

New Jersey,"8,685","$72,568,289 ","$5,627,861 ",7.8,,"$2,687,429 ",47.8,,"$1,125,983 ",20,,"$1,814,449 ",32.2
State,-,"$36,642,209 ","$2,386,333 ",6.5,,"$406,555 ",17,,"$659,830 ",27.7,,"$1,319,948 ",55.3
"Local, total",-,"$35,926,080 ","$3,241,528 ",9,,"$2,280,874 ",70.4,,"$466,153 ",14.4,,"$494,501 ",15.3
Counties,-,"$6,658,425 ","$990,536 ",14.9,,"$214,943 ",21.7,,"$281,457 ",28.4,,"$494,136 ",49.9
Municipalities,-,"$12,157,444 ","$2,250,992 ",18.5,,"$2,065,931 ",91.8,,"$184,696 ",8.2,,$365 ,0

New Mexico,"1,903","$14,068,485 ","$1,081,841 ",7.7,,"$446,652 ",41.3,,"$214,020 ",19.8,,"$421,169 ",38.9
State,-,"$7,993,213 ","$545,007 ",6.8,,"$98,663 ",18.1,,"$191,705 ",35.2,,"$254,639 ",46.7
"Local, total",-,"$6,075,272 ","$536,834 ",8.8,,"$347,989 ",64.8,,"$22,315 ",4.2,,"$166,530 ",31
Counties,-,"$920,468 ","$224,106 ",24.3,,"$104,716 ",46.7,,"$5,463 ",2.4,,"$113,927 ",50.8
Municipalities,-,"$1,955,585 ","$312,728 ",16,,"$243,273 ",77.8,,"$16,852 ",5.4,,"$52,603 ",16.8

New York,"19,281","$218,715,412 ","$14,658,710 ",6.7,,"$6,892,952 ",47,,"$2,977,818 ",20.3,,"$4,787,940 ",32.7
State,-,"$88,771,162 ","$5,071,119 ",5.7,,"$650,793 ",12.8,,"$1,961,721 ",38.7,,"$2,458,605 ",48.5
"Local, total",-,"$129,944,250 ","$9,587,591 ",7.4,,"$6,242,159 ",65.1,,"$1,016,097 ",10.6,,"$2,329,335 ",24.3
Counties,-,"$17,865,955 ","$2,894,981 ",16.2,,"$1,407,190 ",48.6,,"$381,180 ",13.2,,"$1,106,611 ",38.2
Municipalities,-,"$82,309,485 ","$6,692,610 ",8.1,,"$4,834,969 ",72.2,,"$634,917 ",9.5,,"$1,222,724 ",18.3

North Carolina,"8,540","$56,543,317 ","$3,440,554 ",6.1,,"$1,616,480 ",47,,"$497,854 ",14.5,,"$1,326,220 ",38.5
State,-,"$26,723,825 ","$1,821,173 ",6.8,,"$350,927 ",19.3,,"$431,034 ",23.7,,"$1,039,212 ",57.1
"Local, total",-,"$29,819,492 ","$1,619,381 ",5.4,,"$1,265,553 ",78.2,,"$66,820 ",4.1,,"$287,008 ",17.7
Counties,-,"$19,227,320 ","$757,593 ",3.9,,"$420,158 ",55.5,,"$50,427 ",6.7,,"$287,008 ",37.9
Municipalities,-,"$7,182,792 ","$861,788 ",12,,"$845,395 ",98.1,,"$16,393 ",1.9,,$0 ,0

North Dakota,636,"$4,486,086 ","$203,878 ",4.5,,"$85,264 ",41.8,,"$59,307 ",29.1,,"$59,307 ",29.1
State,-,"$2,584,371 ","$100,497 ",3.9,,"$13,742 ",13.7,,"$42,671 ",42.5,,"$44,084 ",43.9
"Local, total",-,"$1,901,715 ","$103,381 ",5.4,,"$71,522 ",69.2,,"$16,636 ",16.1,,"$15,223 ",14.7
Counties,-,"$293,029 ","$55,092 ",18.8,,"$26,755 ",48.6,,"$13,281 ",24.1,,"$15,056 ",27.3
Municipalities,-,"$573,538 ","$48,289 ",8.4,,"$44,767 ",92.7,,"$3,355 ",6.9,,$167 ,0.3

Ohio,"11,450","$89,598,017 ","$5,824,758 ",6.5,,"$2,502,662 ",43,,"$1,477,307 ",25.4,,"$1,844,789 ",31.7
State,-,"$43,144,265 ","$1,913,803 ",4.4,,"$234,362 ",12.2,,"$276,565 ",14.5,,"$1,402,876 ",73.3
"Local, total",-,"$46,453,752 ","$3,910,955 ",8.4,,"$2,268,300 ",58,,"$1,200,742 ",30.7,,"$441,913 ",11.3
Counties,-,"$11,559,390 ","$1,916,232 ",16.6,,"$580,693 ",30.3,,"$929,036 ",48.5,,"$406,503 ",21.2
Municipalities,-,"$12,107,368 ","$1,994,723 ",16.5,,"$1,687,607 ",84.6,,"$271,706 ",13.6,,"$35,410 ",1.8

Oklahoma,"3,524","$20,838,228 ","$1,412,220 ",6.8,,"$582,636 ",41.3,,"$245,049 ",17.4,,"$584,535 ",41.4
State,-,"$11,199,502 ","$762,964 ",6.8,,"$102,788 ",13.5,,"$174,203 ",22.8,,"$485,973 ",63.7
"Local, total",-,"$9,638,726 ","$649,256 ",6.7,,"$479,848 ",73.9,,"$70,846 ",10.9,,"$98,562 ",15.2
Counties,-,"$1,146,252 ","$197,188 ",17.2,,"$62,694 ",31.8,,"$36,147 ",18.3,,"$98,347 ",49.9
Municipalities,-,"$3,871,466 ","$452,068 ",11.7,,"$417,154 ",92.3,,"$34,699 ",7.7,,$215 ,0

Oregon,"3,591","$28,214,896 ","$1,914,378 ",6.8,,"$828,881 ",43.3,,"$324,535 ",17,,"$760,962 ",39.7
State,-,"$14,151,144 ","$749,992 ",5.3,,"$145,424 ",19.4,,"$210,588 ",28.1,,"$393,980 ",52.5
"Local, total",-,"$14,063,752 ","$1,164,386 ",8.3,,"$683,457 ",58.7,,"$113,947 ",9.8,,"$366,982 ",31.5
Counties,-,"$2,889,379 ","$709,189 ",24.5,,"$254,584 ",35.9,,"$88,046 ",12.4,,"$366,559 ",51.7
Municipalities,-,"$3,610,533 ","$455,197 ",12.6,,"$428,873 ",94.2,,"$25,901 ",5.7,,$423 ,0.1

Pennsylvania,"12,394","$94,418,792 ","$6,238,997 ",6.6,,"$2,319,784 ",37.2,,"$1,354,003 ",21.7,,"$2,565,210 ",41.1
State,-,"$45,196,804 ","$2,499,004 ",5.5,,"$597,099 ",23.9,,"$469,133 ",18.8,,"$1,432,772 ",57.3
"Local, total",-,"$49,221,988 ","$3,739,993 ",7.6,,"$1,722,685 ",46.1,,"$884,870 ",23.7,,"$1,132,438 ",30.3
Counties,-,"$7,803,545 ","$1,492,394 ",19.1,,"$110,007 ",7.4,,"$591,615 ",39.6,,"$790,772 ",53
Municipalities,-,"$12,919,164 ","$2,247,599 ",17.4,,"$1,612,678 ",71.8,,"$293,255 ",13,,"$341,666 ",15.2

Rhode Island,"1,080","$8,910,394 ","$567,850 ",6.4,,"$283,999 ",50,,"$121,617 ",21.4,,"$162,234 ",28.6
