New Hampshire,"$229,535 ","$216,785 ","$206,325 ","$10,460 ","$12,750 ","$37,454 ","$36,379 ","$30,578 ","$5,801 ","$1,075 ","$97,658 ","$87,248 ","$83,719 ","$3,529 ","$10,410 ","$94,423 ","$93,158 ","$92,028 ","$1,130 ",$261 ,"$1,265 ",New Hampshire
New Jersey,"$2,511,865 ","$2,386,333 ","$2,309,458 ","$76,875 ","$125,532 ","$431,279 ","$406,555 ","$366,702 ","$39,853 ","$24,724 ","$705,257 ","$659,830 ","$646,916 ","$12,914 ","$45,427 ","$1,375,329 ","$1,319,948 ","$1,295,840 ","$24,108 ","$15,810 ","$55,381 ",New Jersey

New Mexico,"$558,309 ","$545,007 ","$528,434 ","$16,573 ","$13,302 ","$111,883 ","$98,663 ","$90,248 ","$8,415 ","$13,220 ","$191,787 ","$191,705 ","$184,800 ","$6,905 ",$82 ,"$254,639 ","$254,639 ","$253,386 ","$1,253 ",$27 ,$0 ,New Mexico
New York,"$5,483,985 ","$5,071,119 ","$4,584,436 ","$486,683 ","$412,866 ","$818,700 ","$650,793 ","$571,824 ","$78,969 ","$167,907 ","$2,078,468 ","$1,961,721 ","$1,732,624 ","$229,097 ","$116,747 ","$2,586,817 ","$2,458,605 ","$2,279,988 ","$178,617 ","$148,782 ","$128,212 ",New York
North Carolina,"$1,874,956 ","$1,821,173 ","$1,742,681 ","$78,492 ","$53,783 ","$378,278 ","$350,927 ","$324,150 ","$26,777 ","$27,351 ","$455,569 ","$431,034 ","$429,169 ","$1,865 ","$24,535 ","$1,041,109 ","$1,039,212 ","$989,362 ","$49,850 ","$32,927 ","$1,897 ",North Carolina
North Dakota,"$103,386 ","$100,497 ","$98,772 ","$1,725 ","$2,889 ","$13,866 ","$13,742 ","$13,553 ",$189 ,$124 ,"$44,062 ","$42,671 ","$42,239 ",$432 ,"$1,391 ","$45,458 ","$44,084 ","$42,980 ","$1,104 ",$929 ,"$1,374 ",North Dakota
Ohio,"$2,140,040 ","$1,913,803 ","$1,781,108 ","$132,695 ","$226,237 ","$254,436 ","$234,362 ","$200,745 ","$33,617 ","$20,074 ","$327,483 ","$276,565 ","$259,663 ","$16,902 ","$50,918 ","$1,558,121 ","$1,402,876 ","$1,320,700 ","$82,176 ","$65,362 ","$155,245 ",Ohio

Oklahoma,"$799,462 ","$762,964 ","$742,529 ","$20,435 ","$36,498 ","$102,790 ","$102,788 ","$93,818 ","$8,970 ",$2 ,"$195,671 ","$174,203 ","$171,758 ","$2,445 ","$21,468 ","$501,001 ","$485,973 ","$476,953 ","$9,020 ","$1,902 ","$15,028 ",Oklahoma
Oregon,"$900,906 ","$749,992 ","$734,347 ","$15,645 ","$150,914 ","$196,166 ","$145,424 ","$137,113 ","$8,311 ","$50,742 ","$210,588 ","$210,588 ","$210,039 ",$549 ,$0 ,"$494,152 ","$393,980 ","$387,195 ","$6,785 ","$5,901 ","$100,172 ",Oregon
Pennsylvania,"$2,690,449 ","$2,499,004 ","$2,343,652 ","$155,352 ","$191,445 ","$604,141 ","$597,099 ","$571,838 ","$25,261 ","$7,042 ","$597,894 ","$469,133 ","$468,191 ",$942 ,"$128,761 ","$1,488,414 ","$1,432,772 ","$1,303,623 ","$129,149 ","$118,897 ","$55,642 ",Pennsylvania
Rhode Island,"$318,387 ","$318,022 ","$309,430 ","$8,592 ",$365 ,"$49,715 ","$49,350 ","$48,472 ",$878 ,$365 ,"$106,438 ","$106,438 ","$101,212 ","$5,226 ",$0 ,"$162,234 ","$162,234 ","$159,746 ","$2,488 ","$1,397 ",$0 ,Rhode Island
South Carolina,"$677,199 ","$644,848 ","$619,768 ","$25,080 ","$32,351 ","$182,727 ","$166,154 ","$157,934 ","$8,220 ","$16,573 ","$74,714 ","$63,144 ","$60,967 ","$2,177 ","$11,570 ","$419,758 ","$415,550 ","$400,867 ","$14,683 ","$14,051 ","$4,208 ",South Carolina

South Dakota,"$123,144 ","$111,362 ","$105,349 ","$6,013 ","$11,782 ","$24,407 ","$23,838 ","$20,433 ","$3,405 ",$569 ,"$37,062 ","$36,495 ","$35,610 ",$885 ,$567 ,"$61,675 ","$51,029 ","$49,306 ","$1,723 ",$900 ,"$10,646 ",South Dakota
Tennessee,"$958,993 ","$776,429 ","$754,837 ","$21,592 ","$182,564 ","$142,127 ","$135,719 ","$133,753 ","$1,966 ","$6,408 ","$220,771 ","$199,838 ","$198,360 ","$1,478 ","$20,933 ","$596,095 ","$440,872 ","$422,724 ","$18,148 ","$15,912 ","$155,223 ",Tennessee
Texas,"$4,041,730 ","$3,872,742 ","$3,768,358 ","$104,384 ","$168,988 ","$465,109 ","$459,131 ","$424,777 ","$34,354 ","$5,978 ","$604,028 ","$556,621 ","$548,218 ","$8,403 ","$47,407 ","$2,972,593 ","$2,856,990 ","$2,795,363 ","$61,627 ","$19,442 ","$115,603 ",Texas
Utah,"$549,841 ","$543,733 ","$522,124 ","$21,609 ","$6,108 ","$114,615 ","$111,875 ","$103,312 ","$8,563 ","$2,740 ","$159,314 ","$155,962 ","$148,814 ","$7,148 ","$3,352 ","$275,912 ","$275,896 ","$269,998 ","$5,898 ",$5 ,$16 ,Utah
Vermont,"$208,664 ","$200,403 ","$194,217 ","$6,186 ","$8,261 ","$69,078 ","$61,472 ","$56,584 ","$4,888 ","$7,606 ","$45,759 ","$45,729 ","$45,403 ",$326 ,$30 ,"$93,827 ","$93,202 ","$92,230 ",$972 ,$18 ,$625 ,Vermont

Virginia,"$2,173,457 ","$1,477,244 ","$1,424,529 ","$52,715 ","$696,213 ","$549,489 ","$239,046 ","$222,566 ","$16,480 ","$310,443 ","$408,070 ","$283,540 ","$278,923 ","$4,617 ","$124,530 ","$1,215,898 ","$954,658 ","$923,040 ","$31,618 ","$3,432 ","$261,240 ",Virginia
Washington,"$1,132,679 ","$1,049,150 ","$990,978 ","$58,172 ","$83,529 ","$243,188 ","$171,475 ","$159,088 ","$12,387 ","$71,713 ","$92,681 ","$81,370 ","$78,243 ","$3,127 ","$11,311 ","$796,810 ","$796,305 ","$753,647 ","$42,658 ","$32,622 ",$505 ,Washington
West Virginia,"$345,643 ","$345,491 ","$325,098 ","$20,393 ",$152 ,"$58,552 ","$58,552 ","$52,413 ","$6,139 ",$0 ,"$104,185 ","$104,033 ","$102,317 ","$1,716 ",$152 ,"$182,906 ","$182,906 ","$170,368 ","$12,538 ","$9,837 ",$0 ,West Virginia
Wisconsin,"$1,321,358 ","$1,186,415 ","$1,138,835 ","$47,580 ","$134,943 ","$121,120 ","$114,570 ","$108,682 ","$5,888 ","$6,550 ","$281,532 ","$249,952 ","$247,273 ","$2,679 ","$31,580 ","$918,706 ","$821,893 ","$782,880 ","$39,013 ","$23,253 ","$96,813 ",Wisconsin
Wyoming,"$171,942 ","$165,181 ","$157,161 ","$8,020 ","$6,761 ","$30,598 ","$30,597 ","$28,406 ","$2,191 ",$1 ,"$50,341 ","$44,142 ","$42,714 ","$1,428 ","$6,199 ","$91,003 ","$90,442 ","$86,041 ","$4,401 ","$2,123 ",$561 ,Wyoming
