"Ohio",$2100561.00,$1879787.00,$1722762.00,$157025.00,$220774.00,$239383.00,$216502.00,$187404.00,$29098.00,$22881.00,$279829.00,$227162.00,$214959.00,$12203.00,$52667.00,$1581349.00,$1436123.00,$1320399.00,$115724.00,$91208.00,$145226.00,"Ohio"
,,,,,,,,,,,,,,,,,,,,,,
"Oklahoma",$732086.00,$708126.00,$683121.00,$25005.00,$23960.00,$81281.00,$81281.00,$72537.00,$8744.00,$0.00,$164550.00,$152662.00,$150097.00,$2565.00,$11888.00,$486255.00,$474183.00,$460487.00,$13696.00,$6902.00,$12072.00,"Oklahoma"
"Oregon",$1034128.00,$885172.00,$828588.00,$56584.00,$148956.00,$184537.00,$143948.00,$139705.00,$4243.00,$40589.00,$273755.00,$270445.00,$269045.00,$1400.00,$3310.00,$575836.00,$470779.00,$419838.00,$50941.00,$47132.00,$105057.00,"Oregon"
"Pennsylvania",$2818977.00,$2638526.00,$2415406.00,$223120.00,$180451.00,$828177.00,$814090.00,$795231.00,$18859.00,$14087.00,$432643.00,$324904.00,$324904.00,$0.00,$107739.00,$1558157.00,$1499532.00,$1295271.00,$204261.00,$204261.00,$58625.00,"Pennsylvania"
"Rhode Island",$299309.00,$298809.00,$282498.00,$16311.00,$500.00,$46948.00,$46448.00,$36565.00,$9883.00,$500.00,$101189.00,$101189.00,$97801.00,$3388.00,$0.00,$151172.00,$151172.00,$148132.00,$3040.00,$2153.00,$0.00,"Rhode Island"
"South Carolina",$772350.00,$739504.00,$682127.00,$57377.00,$32846.00,$219115.00,$202177.00,$187550.00,$14627.00,$16938.00,$72283.00,$56973.00,$55509.00,$1464.00,$15310.00,$480952.00,$480354.00,$439068.00,$41286.00,$38180.00,$598.00,"South Carolina"
,,,,,,,,,,,,,,,,,,,,,,
"South Dakota",$109874.00,$107794.00,$103232.00,$4562.00,$2080.00,$18999.00,$18765.00,$16260.00,$2505.00,$234.00,$24130.00,$23437.00,$22289.00,$1148.00,$693.00,$66745.00,$65592.00,$64683.00,$909.00,$334.00,$1153.00,"South Dakota"
"Tennessee",$809516.00,$661817.00,$649921.00,$11896.00,$147699.00,$126207.00,$119621.00,$117066.00,$2555.00,$6586.00,$191582.00,$167971.00,$167870.00,$101.00,$23611.00,$491727.00,$374225.00,$364985.00,$9240.00,$7426.00,$117502.00,"Tennessee"
"Texas",$3896714.00,$3760036.00,$3643925.00,$116111.00,$136678.00,$337456.00,$331463.00,$303325.00,$28138.00,$5993.00,$484899.00,$452740.00,$447015.00,$5725.00,$32159.00,$3074359.00,$2975833.00,$2893585.00,$82248.00,$18238.00,$98526.00,"Texas"
"Utah",$483564.00,$482434.00,$471803.00,$10631.00,$1130.00,$77926.00,$77926.00,$72067.00,$5859.00,$0.00,$139949.00,$138819.00,$136279.00,$2540.00,$1130.00,$265689.00,$265689.00,$263457.00,$2232.00,$238.00,$0.00,"Utah"
"Vermont",$156996.00,$155409.00,$151178.00,$4231.00,$1587.00,$43112.00,$41525.00,$39178.00,$2347.00,$1587.00,$41896.00,$41896.00,$41030.00,$866.00,$0.00,$71988.00,$71988.00,$70970.00,$1018.00,$0.00,$0.00,"Vermont"
,,,,,,,,,,,,,,,,,,,,,,
"Virginia",$2179918.00,$1437540.00,$1395498.00,$42042.00,$742378.00,$544706.00,$223594.00,$211385.00,$12209.00,$321112.00,$387916.00,$259288.00,$253141.00,$6147.00,$128628.00,$1247296.00,$954658.00,$930972.00,$23686.00,$3415.00,$292638.00,"Virginia"
"Washington",$1042401.00,$976303.00,$886992.00,$89311.00,$66098.00,$224377.00,$161874.00,$150559.00,$11315.00,$62503.00,$87908.00,$85484.00,$80899.00,$4585.00,$2424.00,$730116.00,$728945.00,$655534.00,$73411.00,$65513.00,$1171.00,"Washington"
"West Virginia",$226637.00,$226637.00,$220181.00,$6456.00,$0.00,$37874.00,$37874.00,$35532.00,$2342.00,$0.00,$66754.00,$66754.00,$64453.00,$2301.00,$0.00,$122009.00,$122009.00,$120196.00,$1813.00,$512.00,$0.00,"West Virginia"
"Wisconsin",$1317788.00,$1189046.00,$1076647.00,$112399.00,$128742.00,$126512.00,$122359.00,$122160.00,$199.00,$4153.00,$258457.00,$228041.00,$226568.00,$1473.00,$30416.00,$932819.00,$838646.00,$727919.00,$110727.00,$99193.00,$94173.00,"Wisconsin"
"Wyoming",$137355.00,$130765.00,$115219.00,$15546.00,$6590.00,$21593.00,$21593.00,$21208.00,$385.00,$0.00,$35744.00,$29596.00,$28571.00,$1025.00,$6148.00,$80018.00,$79576.00,$65440.00,$14136.00,$11866.00,$442.00,"Wyoming"
