Kansas,"$535,411","$470,920","$433,518","$37,402","$64,491","$63,403","$63,403","$55,058","$8,345",$0,"$145,636","$139,760","$138,096","$1,664","$5,876","$326,372","$267,757","$240,364","$27,393","$23,986","$58,615",Kansas
Kentucky,"$953,342","$863,013","$800,800","$62,213","$90,329","$189,524","$163,317","$144,067","$19,250","$26,207","$328,612","$286,446","$275,199","$11,247","$42,166","$435,206","$413,250","$381,534","$31,716","$24,969","$21,956",Kentucky
Louisiana,"$1,021,063","$816,436","$782,894","$33,542","$204,627","$250,114","$194,931","$180,865","$14,066","$55,183","$143,206","$141,761","$139,620","$2,141","$1,445","$627,743","$479,744","$462,409","$17,335","$10,920","$147,999",Louisiana
Maine,"$235,730","$233,817","$223,757","$10,060","$1,913","$60,455","$59,165","$53,503","$5,662","$1,290","$69,695","$69,072","$68,212",$860,$623,"$105,580","$105,580","$102,042","$3,538","$1,572",$0,Maine
Maryland,"$1,760,267","$1,638,454","$1,546,469","$91,985","$121,813","$387,251","$296,897","$283,691","$13,206","$90,354","$313,044","$312,914","$292,468","$20,446",$130,"$1,059,972","$1,028,643","$970,310","$58,333","$45,784","$31,329",Maryland
Massachusetts,"$2,132,052","$1,875,755","$1,777,291","$98,464","$256,297","$362,699","$286,952","$271,206","$15,746","$75,747","$698,403","$688,837","$641,784","$47,053","$9,566","$1,070,950","$899,966","$864,301","$35,665","$23,516","$170,984",Massachusetts
Michigan,"$2,298,544","$2,079,202","$1,941,201","$138,001","$219,342","$336,613","$306,612","$282,621","$23,991","$30,001","$271,756","$159,208","$155,451","$3,757","$112,548","$1,690,175","$1,613,382","$1,503,129","$110,253","$87,250","$76,793",Michigan
Minnesota,"$870,061","$754,065","$707,536","$46,529","$115,996","$199,732","$177,936","$163,948","$13,988","$21,796","$253,900","$240,840","$234,904","$5,936","$13,060","$416,429","$335,289","$308,684","$26,605","$18,171","$81,140",Minnesota
Mississippi,"$404,184","$380,076","$369,468","$10,608","$24,108","$67,902","$66,609","$62,566","$4,043","$1,293","$64,258","$64,170","$63,826",$344,$88,"$272,024","$249,297","$243,076","$6,221","$4,013","$22,727",Mississippi
Missouri,"$1,042,811","$974,115","$905,956","$68,159","$68,696","$211,894","$172,082","$146,826","$25,256","$39,812","$211,243","$195,633","$189,736","$5,897","$15,610","$619,674","$606,400","$569,394","$37,006","$26,524","$13,274",Missouri
Montana,"$184,382","$165,123","$158,680","$6,443","$19,259","$41,367","$28,035","$26,105","$1,930","$13,332","$36,704","$30,777","$28,129","$2,648","$5,927","$106,311","$106,311","$104,446","$1,865","$1,292",$0,Montana
Nebraska,"$290,674","$275,250","$258,177","$17,073","$15,424","$66,750","$51,632","$46,244","$5,388","$15,118","$47,535","$47,535","$47,160",$375,$0,"$176,389","$176,083","$164,773","$11,310","$7,912",$306,Nebraska
Nevada,"$345,886","$343,480","$335,547","$7,933","$2,406","$63,671","$63,653","$58,432","$5,221",$18,"$55,661","$55,204","$54,671",$533,$457,"$226,554","$224,623","$222,444","$2,179",$782,"$1,931",Nevada
New Hampshire,"$202,100","$195,200","$185,100","$10,100","$6,900","$36,800","$36,800","$29,800","$7,000",$0,"$85,800","$78,900","$76,000","$2,900","$6,900","$79,500","$79,500","$79,300",$200,$200,$0,New Hampshire
New Jersey,"$2,185,135","$2,114,329","$2,071,621","$42,708","$70,806","$347,190","$342,844","$337,978","$4,866","$4,346","$644,513","$632,513","$617,068","$15,445","$12,000","$1,193,432","$1,138,972","$1,116,575","$22,397","$17,939","$54,460",New Jersey
New Mexico,"$498,594","$498,594","$484,176","$14,418",$0,"$88,817","$88,817","$79,674","$9,143",$0,"$168,323","$168,323","$166,276","$2,047",$0,"$241,454","$241,454","$238,226","$3,228","$1,233",$0,New Mexico
New York,"$4,928,696","$4,708,353","$4,315,496","$392,857","$220,343","$623,391","$567,888","$540,419","$27,469","$55,503","$1,813,028","$1,769,679","$1,630,210","$139,469","$43,349","$2,492,277","$2,370,786","$2,144,867","$225,919","$208,103","$121,491",New York
North Carolina,"$1,744,427","$1,691,149","$1,641,505","$49,644","$53,278","$336,111","$328,841","$302,381","$26,460","$7,270","$484,829","$448,595","$445,557","$3,038","$36,234","$923,487","$913,713","$893,567","$20,146","$13,682","$9,774",North Carolina
North Dakota,"$89,362","$86,222","$83,892","$2,330","$3,140","$13,903","$13,805","$12,918",$887,$98,"$36,937","$35,625","$34,891",$734,"$1,312","$38,522","$36,792","$36,083",$709,$419,"$1,730",North Dakota
Ohio,"$1,998,370","$1,780,729","$1,629,129","$151,600","$217,641","$256,546","$233,180","$203,810","$29,370","$23,366","$301,021","$250,689","$218,994","$31,695","$50,332","$1,440,803","$1,296,860","$1,206,325","$90,535","$77,908","$143,943",Ohio
Oklahoma,"$802,158","$765,007","$739,305","$25,702","$37,151","$91,636","$91,636","$81,458","$10,178",$0,"$189,610","$166,908","$162,593","$4,315","$22,702","$520,912","$506,463","$495,254","$11,209","$5,235","$14,449",Oklahoma
Oregon,"$1,061,636","$928,514","$863,099","$65,415","$133,122","$171,170","$141,259","$135,578","$5,681","$29,911","$297,556","$292,769","$290,382","$2,387","$4,787","$592,910","$494,486","$437,139","$57,347","$53,327","$98,424",Oregon
Pennsylvania,"$2,856,594","$2,673,448","$2,419,922","$253,526","$183,146","$905,243","$893,343","$876,648","$16,695","$11,900","$429,740","$324,021","$324,021",$0,"$105,719","$1,521,611","$1,456,084","$1,219,253","$236,831","$236,831","$65,527",Pennsylvania
Rhode Island,"$297,159","$296,740","$283,965","$12,775",$419,"$47,946","$47,527","$46,231","$1,296",$419,"$91,682","$91,682","$85,170","$6,512",$0,"$157,531","$157,531","$152,564","$4,967","$4,047",$0,Rhode Island
South Carolina,"$717,446","$685,601","$653,323","$32,278","$31,845","$221,406","$204,655","$192,180","$12,475","$16,751","$72,009","$57,560","$57,141",$419,"$14,449","$424,031","$423,386","$404,002","$19,384","$18,293",$645,South Carolina
South Dakota,"$116,506","$112,892","$104,598","$8,294","$3,614","$22,400","$22,169","$16,644","$5,525",$231,"$24,433","$23,820","$22,954",$866,$613,"$69,673","$66,903","$65,000","$1,903",$875,"$2,770",South Dakota
Tennessee,"$854,914","$697,973","$689,424","$8,549","$156,941","$131,690","$125,377","$122,829","$2,548","$6,313","$193,477","$182,264","$182,060",$204,"$11,213","$529,747","$390,332","$384,535","$5,797","$3,806","$139,415",Tennessee
Texas,"$4,094,882","$3,929,491","$3,805,877","$123,614","$165,391","$395,399","$389,406","$353,673","$35,733","$5,993","$542,359","$504,270","$492,653","$11,617","$38,089","$3,157,124","$3,035,815","$2,959,551","$76,264","$14,125","$121,309",Texas
Utah,"$517,752","$516,760","$508,236","$8,524",$992,"$103,937","$103,937","$98,612","$5,325",$0,"$146,208","$145,216","$143,899","$1,317",$992,"$267,607","$267,607","$265,725","$1,882",$0,$0,Utah
Vermont,"$169,688","$166,908","$163,664","$3,244","$2,780","$50,868","$48,332","$45,984","$2,348","$2,536","$39,049","$39,049","$38,697",$352,$0,"$79,771","$79,527","$78,983",$544,$0,$244,Vermont
Virginia,"$2,261,079","$1,540,829","$1,494,925","$45,904","$720,250","$547,206","$231,914","$214,769","$17,145","$315,292","$470,783","$349,779","$344,063","$5,716","$121,004","$1,243,090","$959,136","$936,093","$23,043","$4,453","$283,954",Virginia
Washington,"$1,058,361","$989,156","$929,515","$59,641","$69,205","$241,022","$175,072","$154,685","$20,387","$65,950","$82,125","$79,480","$77,872","$1,608","$2,645","$735,214","$734,604","$696,958","$37,646","$30,421",$610,Washington
West Virginia,"$304,811","$304,811","$296,476","$8,335",$0,"$47,790","$47,790","$44,787","$3,003",$0,"$86,716","$86,716","$83,798","$2,918",$0,"$170,305","$170,305","$167,891","$2,414",$735,$0,West Virginia
Wisconsin,"$1,336,385","$1,206,884","$1,072,005","$134,879","$129,501","$102,421","$96,662","$96,004",$658,"$5,759","$268,163","$237,459","$234,649","$2,810","$30,704","$965,801","$872,763","$741,352","$131,411","$120,872","$93,038",Wisconsin
Wyoming,"$149,413","$143,947","$139,025","$4,922","$5,466","$25,386","$25,386","$24,700",$686,$0,"$40,759","$35,806","$34,009","$1,797","$4,953","$83,268","$82,755","$80,316","$2,439","$1,280",$513,Wyoming
