"California",$7978942.00,$7586898.00,$7385393.00,$201505.00,$392044.00,$1267990.00,$1051106.00,$997883.00,$53223.00,$216884.00,$2466272.00,$2417422.00,$2406201.00,$11221.00,$48850.00,$4244680.00,$4118370.00,$3981309.00,$137061.00,$95736.00,$126310.00,"California"
,,,,,,,,,,,,,,,,,,,,,,
"Colorado",$948509.00,$856645.00,$734563.00,$122082.00,$91864.00,$79148.00,$77172.00,$70056.00,$7116.00,$1976.00,$180271.00,$180271.00,$174329.00,$5942.00,$0.00,$689090.00,$599202.00,$490178.00,$109024.00,$98022.00,$89888.00,"Colorado"
"Connecticut",$1093007.00,$1091359.00,$1042860.00,$48499.00,$1648.00,$140110.00,$140006.00,$135386.00,$4620.00,$104.00,$397448.00,$397448.00,$369396.00,$28052.00,$0.00,$555449.00,$553905.00,$538078.00,$15827.00,$10885.00,$1544.00,"Connecticut"
"Delaware",$382478.00,$374694.00,$361738.00,$12956.00,$7784.00,$65602.00,$62991.00,$58388.00,$4603.00,$2611.00,$88800.00,$83627.00,$82455.00,$1172.00,$5173.00,$228076.00,$228076.00,$220895.00,$7181.00,$4084.00,$0.00,"Delaware"
"Florida",$3290059.00,$3261293.00,$3113907.00,$147386.00,$28766.00,$369837.00,$367398.00,$342559.00,$24839.00,$2439.00,$701519.00,$676783.00,$660333.00,$16450.00,$24736.00,$2218703.00,$2217112.00,$2111015.00,$106097.00,$70549.00,$1591.00,"Florida"
"Georgia",$1328697.00,$1279918.00,$1234081.00,$45837.00,$48779.00,$194726.00,$193087.00,$175835.00,$17252.00,$1639.00,$126395.00,$118094.00,$115040.00,$3054.00,$8301.00,$1007576.00,$968737.00,$943206.00,$25531.00,$8016.00,$38839.00,"Georgia"
,,,,,,,,,,,,,,,,,,,,,,
"Hawaii",$311860.00,$306450.00,$298234.00,$8216.00,$5410.00,$4953.00,$4258.00,$4037.00,$221.00,$695.00,$152285.00,$147570.00,$142295.00,$5275.00,$4715.00,$154622.00,$154622.00,$151902.00,$2720.00,$1781.00,$0.00,"Hawaii"
"Idaho",$241293.00,$238743.00,$218757.00,$19986.00,$2550.00,$38770.00,$37329.00,$33859.00,$3470.00,$1441.00,$52688.00,$52688.00,$51004.00,$1684.00,$0.00,$149835.00,$148726.00,$133894.00,$14832.00,$12269.00,$1109.00,"Idaho"
"Illinois",$1997490.00,$1880969.00,$1663537.00,$217432.00,$116521.00,$372218.00,$335718.00,$307676.00,$28042.00,$36500.00,$281727.00,$267766.00,$262406.00,$5360.00,$13961.00,$1343545.00,$1277485.00,$1093455.00,$184030.00,$155754.00,$66060.00,"Illinois"
"Indiana",$853705.00,$831589.00,$771345.00,$60244.00,$22116.00,$202245.00,$198399.00,$185820.00,$12579.00,$3846.00,$96465.00,$96465.00,$94883.00,$1582.00,$0.00,$554995.00,$536725.00,$490642.00,$46083.00,$29874.00,$18270.00,"Indiana"
"Iowa",$565295.00,$501429.00,$488250.00,$13179.00,$63866.00,$81034.00,$80403.00,$76334.00,$4069.00,$631.00,$205065.00,$196662.00,$191393.00,$5269.00,$8403.00,$279196.00,$224364.00,$220523.00,$3841.00,$700.00,$54832.00,"Iowa"
,,,,,,,,,,,,,,,,,,,,,,
"Kansas",$501909.00,$451373.00,$420648.00,$30725.00,$50536.00,$53008.00,$53008.00,$43538.00,$9470.00,$0.00,$131011.00,$125523.00,$123115.00,$2408.00,$5488.00,$317890.00,$272842.00,$253995.00,$18847.00,$14166.00,$45048.00,"Kansas"
"Kentucky",$854531.00,$793810.00,$735714.00,$58096.00,$60721.00,$184803.00,$161148.00,$129785.00,$31363.00,$23655.00,$257696.00,$238440.00,$229386.00,$9054.00,$19256.00,$412032.00,$394222.00,$376543.00,$17679.00,$9320.00,$17810.00,"Kentucky"
"Louisiana",$910690.00,$725572.00,$681812.00,$43760.00,$185118.00,$244348.00,$194802.00,$174713.00,$20089.00,$49546.00,$135387.00,$133962.00,$131711.00,$2251.00,$1425.00,$530955.00,$396808.00,$375388.00,$21420.00,$15482.00,$134147.00,"Louisiana"
"Maine",$197466.00,$195979.00,$187187.00,$8792.00,$1487.00,$46185.00,$45389.00,$40900.00,$4489.00,$796.00,$59399.00,$58708.00,$58434.00,$274.00,$691.00,$91882.00,$91882.00,$87853.00,$4029.00,$3726.00,$0.00,"Maine"
"Maryland",$1530744.00,$1429328.00,$1344539.00,$84789.00,$101416.00,$318146.00,$234208.00,$221781.00,$12427.00,$83938.00,$309050.00,$301214.00,$273967.00,$27247.00,$7836.00,$903548.00,$893906.00,$848791.00,$45115.00,$36113.00,$9642.00,"Maryland"
,,,,,,,,,,,,,,,,,,,,,,
"Massachusetts",$1793973.00,$1572327.00,$1489605.00,$82722.00,$221646.00,$444636.00,$391383.00,$375914.00,$15469.00,$53253.00,$583873.00,$575788.00,$547766.00,$28022.00,$8085.00,$765464.00,$605156.00,$565925.00,$39231.00,$31747.00,$160308.00,"Massachusetts"
"Michigan",$2111209.00,$1907977.00,$1772670.00,$135307.00,$203232.00,$310014.00,$283956.00,$251405.00,$32551.00,$26058.00,$263824.00,$141075.00,$137765.00,$3310.00,$122749.00,$1537371.00,$1482946.00,$1383500.00,$99446.00,$77843.00,$54425.00,"Michigan"
"Minnesota",$706497.00,$596353.00,$568800.00,$27553.00,$110144.00,$142487.00,$123456.00,$113732.00,$9724.00,$19031.00,$199189.00,$180202.00,$175487.00,$4715.00,$18987.00,$364821.00,$292695.00,$279581.00,$13114.00,$6339.00,$72126.00,"Minnesota"
"Mississippi",$388937.00,$372371.00,$354884.00,$17487.00,$16566.00,$68782.00,$67018.00,$59719.00,$7299.00,$1764.00,$63405.00,$63405.00,$62139.00,$1266.00,$0.00,$256750.00,$241948.00,$233026.00,$8922.00,$6038.00,$14802.00,"Mississippi"
"Missouri",$899732.00,$817052.00,$712734.00,$104318.00,$82680.00,$158817.00,$124571.00,$110107.00,$14464.00,$34246.00,$211464.00,$178646.00,$172538.00,$6108.00,$32818.00,$529451.00,$513835.00,$430089.00,$83746.00,$74213.00,$15616.00,"Missouri"
,,,,,,,,,,,,,,,,,,,,,,
"Montana",$172680.00,$152793.00,$141907.00,$10886.00,$19887.00,$37726.00,$24718.00,$24710.00,$8.00,$13008.00,$30731.00,$23932.00,$23535.00,$397.00,$6799.00,$104223.00,$104143.00,$93662.00,$10481.00,$9286.00,$80.00,"Montana"
"Nebraska",$273969.00,$261369.00,$207545.00,$53824.00,$12600.00,$61331.00,$48731.00,$42759.00,$5972.00,$12600.00,$40010.00,$40010.00,$39571.00,$439.00,$0.00,$172628.00,$172628.00,$125215.00,$47413.00,$45020.00,$0.00,"Nebraska"
"Nevada",$322382.00,$318405.00,$273762.00,$44643.00,$3977.00,$57918.00,$57902.00,$50236.00,$7666.00,$16.00,$43769.00,$42937.00,$42179.00,$758.00,$832.00,$220695.00,$217566.00,$181347.00,$36219.00,$34570.00,$3129.00,"Nevada"
"New Hampshire",$207766.00,$199551.00,$173673.00,$25878.00,$8215.00,$39204.00,$38402.00,$31002.00,$7400.00,$802.00,$83040.00,$76205.00,$74869.00,$1336.00,$6835.00,$85522.00,$84944.00,$67802.00,$17142.00,$14797.00,$578.00,"New Hampshire"
"New Jersey",$2118616.00,$1993660.00,$1952109.00,$41551.00,$124956.00,$405584.00,$401894.00,$394547.00,$7347.00,$3690.00,$551989.00,$541489.00,$527926.00,$13563.00,$10500.00,$1161043.00,$1050277.00,$1029636.00,$20641.00,$11920.00,$110766.00,"New Jersey"
,,,,,,,,,,,,,,,,,,,,,,
"New Mexico",$442509.00,$442509.00,$431210.00,$11299.00,$0.00,$77574.00,$77574.00,$74188.00,$3386.00,$0.00,$148213.00,$148213.00,$143303.00,$4910.00,$0.00,$216722.00,$216722.00,$213719.00,$3003.00,$1426.00,$0.00,"New Mexico"
"New York",$4363125.00,$4126686.00,$3671598.00,$455088.00,$236439.00,$474771.00,$421887.00,$387783.00,$34104.00,$52884.00,$1448018.00,$1406602.00,$1332264.00,$74338.00,$41416.00,$2440336.00,$2298197.00,$1951551.00,$346646.00,$324013.00,$142139.00,"New York"
"North Carolina",$1707309.00,$1663902.00,$1583573.00,$80329.00,$43407.00,$363882.00,$350889.00,$311814.00,$39075.00,$12993.00,$436049.00,$407349.00,$399015.00,$8334.00,$28700.00,$907378.00,$905664.00,$872744.00,$32920.00,$22144.00,$1714.00,"North Carolina"
"North Dakota",$72726.00,$68863.00,$66609.00,$2254.00,$3863.00,$12179.00,$12125.00,$11739.00,$386.00,$54.00,$29443.00,$27882.00,$27258.00,$624.00,$1561.00,$31104.00,$28856.00,$27612.00,$1244.00,$928.00,$2248.00,"North Dakota"
"Ohio",$2134752.00,$1912370.00,$1675672.00,$236698.00,$222382.00,$246839.00,$224802.00,$192637.00,$32165.00,$22037.00,$259967.00,$200893.00,$194406.00,$6487.00,$59074.00,$1627946.00,$1486675.00,$1288629.00,$198046.00,$171222.00,$141271.00,"Ohio"
,,,,,,,,,,,,,,,,,,,,,,
"Oklahoma",$705647.00,$678922.00,$650545.00,$28377.00,$26725.00,$75488.00,$75487.00,$67679.00,$7808.00,$1.00,$162542.00,$141232.00,$136365.00,$4867.00,$21310.00,$467617.00,$462203.00,$446501.00,$15702.00,$4455.00,$5414.00,"Oklahoma"
"Oregon",$976388.00,$854926.00,$781365.00,$73561.00,$121462.00,$167814.00,$130473.00,$125922.00,$4551.00,$37341.00,$256091.00,$256091.00,$254293.00,$1798.00,$0.00,$552483.00,$468362.00,$401150.00,$67212.00,$57737.00,$84121.00,"Oregon"
"Pennsylvania",$2679260.00,$2509003.00,$2301167.00,$207836.00,$170257.00,$786628.00,$776384.00,$754997.00,$21387.00,$10244.00,$423257.00,$318979.00,$318529.00,$450.00,$104278.00,$1469375.00,$1413640.00,$1227641.00,$185999.00,$171437.00,$55735.00,"Pennsylvania"
"Rhode Island",$271411.00,$270911.00,$260532.00,$10379.00,$500.00,$36659.00,$36159.00,$32507.00,$3652.00,$500.00,$95527.00,$95527.00,$92855.00,$2672.00,$0.00,$139225.00,$139225.00,$135170.00,$4055.00,$3222.00,$0.00,"Rhode Island"
"South Carolina",$722746.00,$692338.00,$635406.00,$56932.00,$30408.00,$217311.00,$203125.00,$173289.00,$29836.00,$14186.00,$68331.00,$52999.00,$51690.00,$1309.00,$15332.00,$437104.00,$436214.00,$410427.00,$25787.00,$18110.00,$890.00,"South Carolina"
,,,,,,,,,,,,,,,,,,,,,,
"South Dakota",$103667.00,$102325.00,$99535.00,$2790.00,$1342.00,$17749.00,$17543.00,$16497.00,$1046.00,$206.00,$23087.00,$22467.00,$22195.00,$272.00,$620.00,$62831.00,$62315.00,$60843.00,$1472.00,$12.00,$516.00,"South Dakota"
"Tennessee",$778367.00,$651053.00,$622773.00,$28280.00,$127314.00,$118178.00,$111798.00,$106481.00,$5317.00,$6380.00,$211082.00,$188409.00,$187018.00,$1391.00,$22673.00,$449107.00,$350846.00,$329274.00,$21572.00,$18376.00,$98261.00,"Tennessee"
"Texas",$3550654.00,$3425892.00,$3256935.00,$168957.00,$124762.00,$343991.00,$337990.00,$292286.00,$45704.00,$6001.00,$439752.00,$410654.00,$404949.00,$5705.00,$29098.00,$2766911.00,$2677248.00,$2559700.00,$117548.00,$62148.00,$89663.00,"Texas"
"Utah",$452190.00,$450937.00,$443471.00,$7466.00,$1253.00,$74401.00,$74401.00,$70852.00,$3549.00,$0.00,$132388.00,$131164.00,$130315.00,$849.00,$1224.00,$245401.00,$245372.00,$242304.00,$3068.00,$56.00,$29.00,"Utah"
"Vermont",$141173.00,$140298.00,$136108.00,$4190.00,$875.00,$38002.00,$37127.00,$34350.00,$2777.00,$875.00,$37044.00,$37044.00,$37016.00,$28.00,$0.00,$66127.00,$66127.00,$64742.00,$1385.00,$1385.00,$0.00,"Vermont"
,,,,,,,,,,,,,,,,,,,,,,
"Virginia",$1992262.00,$1308431.00,$1271187.00,$37244.00,$683831.00,$511285.00,$210428.00,$194370.00,$16058.00,$300857.00,$357243.00,$238570.00,$233371.00,$5199.00,$118673.00,$1123734.00,$859433.00,$843446.00,$15987.00,$2071.00,$264301.00,"Virginia"
"Washington",$1050006.00,$955645.00,$826584.00,$129061.00,$94361.00,$245886.00,$153174.00,$143269.00,$9905.00,$92712.00,$72843.00,$71194.00,$69545.00,$1649.00,$1649.00,$731277.00,$731277.00,$613770.00,$117507.00,$107830.00,$0.00,"Washington"
"West Virginia",$281767.00,$281767.00,$236184.00,$45583.00,$0.00,$52445.00,$52445.00,$45466.00,$6979.00,$0.00,$73132.00,$73132.00,$71376.00,$1756.00,$0.00,$156190.00,$156190.00,$119342.00,$36848.00,$32346.00,$0.00,"West Virginia"
"Wisconsin",$1195467.00,$1065901.00,$971921.00,$93980.00,$129566.00,$105041.00,$99418.00,$99336.00,$82.00,$5623.00,$252930.00,$220426.00,$219218.00,$1208.00,$32504.00,$837496.00,$746057.00,$653367.00,$92690.00,$85300.00,$91439.00,"Wisconsin"
"Wyoming",$126775.00,$123133.00,$96513.00,$26620.00,$3642.00,$19320.00,$19320.00,$18958.00,$362.00,$0.00,$33986.00,$30782.00,$29217.00,$1565.00,$3204.00,$73469.00,$73031.00,$48338.00,$24693.00,$24066.00,$438.00,"Wyoming"
