Aggravated assault,All other offenses (except traffic),Area,Arson,Burglary,Crime Index Total,Curfew and loitering law violations,Disorderly conduct,Driving under the influence,Drug abuse violations,Drunkenness,Embezzlement,Forcible rape,Forgery and counterfeiting,Fraud,Gambling,Larceny-theft,Liquor laws,Motor vehicle theft,Murder and nonnegligent manslaughter,Offenses against the family and children,Other assaults,Population,Property crime,Prostitution and commercialized vice,Robbery,Runaways,Sex offenses (except forcible rape and prostitution),State,"Stolen property; buying, receiving, possessing",Suspicion,Total all classes ,Vagrancy,Vandalism,Violent crime,"Weapons; carrying, possessing, etc.",Year
"4,851","47,855",,381,"5,474",,55,"4,880","38,195","21,443",21,130,756,"2,801","1,463",15,"26,187","12,040","2,044",123,305,"28,918","5,735,550","34,086",574,"1,391","2,102","1,261",WASHINGTON,"4,228",14,"216,541",98,"6,159","7,121","2,777",2004
874,"8,397",,29,508,,41,342,"3,883","3,259","2,115",50,17,289,513,0,"2,784","1,176",219,25,82,"4,285","1,053,143","3,540",58,93,25,88,WEST VIRGINIA,206,0,"30,257",12,582,"1,009",305,2004
"3,112","84,446",,205,"3,482",,"4,451","47,999","33,757","17,349",502,219,607,"2,079","8,405",45,"25,456","34,558","1,726",94,"1,634","13,360","4,949,923","30,869",142,683,"3,360","2,865",WISCONSIN,"1,320",179,"302,927",136,"8,065","4,496","2,691",2004
480,"12,482",,61,350,,438,"1,286","4,699","3,044","1,455",12,29,157,181,2,"2,069","4,130",113,14,259,"3,048","492,693","2,593",35,26,313,126,WYOMING,87,98,"35,849",19,696,549,140,2004
"3,389","68,569",,95,"2,932",,76,"4,675","11,621","15,704","8,562",10,359,"2,001","8,060",49,"13,377","4,895","1,051",284,981,"24,141","4,227,681","17,455",124,"1,325",422,455,ALABAMA  ,"1,901",2,"178,684",297,"2,179","5,357","1,148",2005
"1,482","14,961",,65,549,,6,"1,040","4,754","1,885",124,7,67,130,181,2,"3,265","1,580",392,28,494,"4,036","643,085","4,271",123,144,284,213,ALASKA,29,6,"37,227",2,981,"1,721",397,2005
"6,499","85,987",,287,"4,636",,"3,748","16,738","34,437","35,722",0,284,215,"2,773","1,985",23,"28,513","21,809","5,062",244,"3,666","23,542","5,350,364","38,498","1,611","1,501","5,142","1,740",ARIZONA,"1,586",0,"302,339",961,"10,306","8,459","3,322",2005
"3,685","64,230",,78,"2,409",,884,"3,163","9,983","12,009","7,734",12,251,"1,812","5,314",25,"10,860","3,143",524,131,456,"8,899","2,154,095","13,871",301,631,532,306,ARKANSAS,"1,267",180,"142,878","1,255","1,328","4,698","1,476",2005
"100,677","337,119",,"1,729","51,086",,"16,474","17,195","181,243","305,745","96,308","2,042","2,095","10,755","10,258",672,"89,779","21,311","30,967","1,953",466,"86,613","35,908,932","173,561","13,911","18,150","4,477","15,378",CALIFORNIA ,"21,770",0,"1,506,819","5,738","29,940","122,875","32,968",2005
"4,930","94,387",,307,"3,132",,"2,975","17,980","24,444","19,743",247,127,456,"2,051","2,175",30,"24,382","14,505","2,036",95,"3,265","15,236","4,304,012","29,857",869,855,"3,573","1,154",COLORADO ,"1,548",11,"249,404",568,"5,964","6,336","2,359",2005
"3,712","29,688",,311,"2,636",,149,"15,958","9,323","14,480",9,192,262,872,"1,603",80,"12,154","1,183",933,104,"1,194","20,556","3,084,326","16,034",493,"1,219",50,710,CONNECTICUT,760,0,"122,966",73,"2,772","5,297","1,490",2005
"1,804","5,891",,82,941,,81,"2,768",200,"5,018",429,243,140,460,"2,010",12,"3,803","2,464",158,16,195,"7,456","843,524","4,984",140,461,0,180,DELAWARE,373,0,"37,332",608,"1,008","2,421",391,2005
38,"2,568",,0,1,,2,132,16,68,61,1,0,1,2,0,58,"1,107",23,0,0,121,,82,0,42,0,3,DISTRICT OF COLUMBIA    ,10,0,"4,504",198,22,80,30,2005
"39,447","480,948",,465,"24,763",,,,"57,528","160,595",,"1,251","2,058","5,382","15,996",425,"85,457","33,134","11,741",728,0,"95,502","17,758,612","122,426","5,715","8,696",,"3,979",FLORIDA    ,"3,051",,"1,055,052",,"9,659","50,929","8,532",2005
"6,960","54,519",,486,"4,101",,583,"19,112","13,680","29,513","2,905",193,244,"3,083","8,400",216,"17,481","10,659","1,953",229,"2,003","17,452","3,341,353","24,021","1,681","2,060","2,462","3,292",GEORGIA,"3,470","1,000","216,627","1,932","2,417","9,493","4,541",2005
581,"20,653",,31,415,,254,611,"4,346","2,132",0,38,85,294,228,114,"3,356",808,797,29,55,"4,009","1,048,094","4,599",341,299,"2,873",203,HAWAII,145,0,"43,632",6,729,994,200,2005
788,"15,586",,55,634,,395,"1,491","6,150","3,231",97,57,68,218,359,1,"3,725","3,654",203,20,252,"4,099","906,893","4,617",3,48,"1,333",207,IDAHO,231,0,"44,193",5,899,924,384,2005
"5,687","28,818",,133,"2,809",,0,"19,223","6,045","58,093",0,0,543,213,"1,663","3,069","14,896",880,"7,011",383,358,"27,858","12,873,441","24,849","4,931","3,081",0,"1,552",ILLINOIS ,0,0,"196,878",0,"5,130","9,694","4,502",2005
"9,324","63,431",,231,"3,855",,332,"8,960","27,569","24,698","16,799",42,256,"1,512","2,230",17,"20,023","13,196","2,019",248,"2,098","13,796","6,680,394","26,128","1,809","1,600","3,761","1,548",INDIANA,"5,830",201,"229,883",29,"2,624","11,428","1,845",2005
"3,895","30,047",,153,"2,144",,771,"5,776","13,781","9,740","8,651",113,99,960,"1,416",6,"10,727","10,764",619,17,"1,009","10,226","2,640,488","13,643",215,374,472,322,IOWA,171,0,"116,089",37,"3,065","4,385",519,2005
913,"13,030",,61,614,,0,"1,674","9,092","4,569",220,26,82,268,"1,102",0,"2,766","5,114",264,10,146,"5,548","1,296,042","3,705",8,68,874,164,KANSAS,230,0,"48,182",0,"1,100","1,073",239,2005
"2,817","48,343",,239,"3,724",,137,"7,817","21,992","35,313","18,919",349,299,"4,251","14,890",38,"12,477","5,388",927,269,"4,759","14,461","2,677,931","17,367",509,"1,108",243,"2,684",KENTUCKY,"3,023",0,"210,113",506,"2,753","4,493","1,878",2005
"5,824","43,277",,135,"4,480",,601,"16,478","8,800","22,323","2,666",113,274,"1,048","1,966",102,"14,221","6,570",988,256,"1,358","22,322","2,450,103","19,824",447,972,715,852,LOUISIANA,"1,473",80,"163,410",368,"3,119","7,326","1,582",2005
436,"15,448",,49,"1,034",,98,"1,687","6,404","4,730",22,27,106,367,845,3,"5,207","3,852",263,0,440,"6,243","1,302,517","6,553",18,181,89,263,MAINE,211,0,"49,931",1,"1,574",723,333,2005
"7,551","113,524",,573,"6,936",,497,"6,769","23,072","52,472",1,343,415,"1,104","3,098",387,"22,856","5,889","4,376",333,"2,332","32,588","5,524,635","34,741","1,861","3,528",777,"1,280",MARYLAND,275,463,"302,456",202,"4,490","11,827","4,464",2005
"5,910","29,623",,102,"2,436",,17,"5,605","11,195","14,496","6,963",74,253,558,937,9,"8,774","3,557",765,37,"1,596","13,269","4,927,398","12,077",672,909,295,369,MASSACHUSETTS,888,150,"112,437",23,"2,194","7,109",761,2005
"11,435","112,576",,355,"6,200",,"2,031","9,656","46,732","33,492",626,"1,406",785,"1,237","6,413",100,"26,392","25,610","4,076",229,"3,392","31,596","9,807,849","37,023","1,776","2,403","1,642","1,293",MICHIGAN ,"2,739",0,"344,114",382,"4,203","14,852","5,337",2005
"4,078","33,749",,176,"3,256",,"2,908","15,075","30,699","20,001",0,9,699,"2,639","3,364",47,"19,915","27,086","2,038",89,520,"20,123","4,836,926","25,385","2,133","1,302","2,746","1,313",MINNESOTA,"2,313",0,"204,004",298,"5,163","6,168","2,265",2005
"1,299","30,090",,84,"2,041",,443,"7,636","9,371","13,953","6,085",557,209,796,"1,336",345,"6,785","2,605",389,140,"2,628","10,853","2,460,530","9,299",63,459,382,331,MISSISSIPPI,773,82,"101,737",110,"1,162","2,107",730,2005
"8,623","67,882",,297,"4,254",,947,"11,974","21,003","29,685",936,85,397,"2,635","3,008",261,"19,251","7,172","2,995",294,"3,522","24,885","5,655,659","26,797","1,271","1,715","1,778","2,530",MISSOURI,"1,733",0,"229,077",288,"6,507","11,029","3,149",2005
673,"4,450",,42,251,,465,"2,193","3,128","1,662",0,17,33,146,184,2,"3,644","2,722",240,11,307,"3,386","776,834","4,177",2,56,398,74,MONTANA ,24,0,"25,130",10,893,773,117,2005
"1,242","24,043",,125,928,,507,"4,208","14,257","11,181",3,76,155,788,"1,727",26,"8,391","9,342",355,39,"1,639","9,741","1,590,291","9,799",148,321,346,585,NEBRASKA,"1,106",1,"95,377",58,"2,886","1,757","1,153",2005
"2,621","57,064",,122,"4,772",,"2,994","1,774","9,746","11,267",147,441,197,558,"2,493",53,"11,439","7,254","2,046",205,"1,672","17,424","2,410,942","18,379","4,633","1,189","1,442","1,336",NEVADA,"1,852",161,"149,978","1,491","1,688","4,212","1,897",2005
334,"14,307",,52,402,,25,"1,450","5,035","3,209","4,120",32,56,238,"1,180",4,"2,588","4,876",140,6,193,"5,550","1,081,410","3,182",74,123,370,209,NEW HAMPSHIRE,385,0,"46,351",32,"1,214",519,147,2005
"9,301","136,737",,368,"5,784",,"6,326","21,601","24,694","53,846",16,80,485,"1,983","5,387",283,"23,409","7,265","1,092",278,"14,872","28,190","8,389,085","30,653","2,342","4,180","5,001","1,886",NEW JERSEY,"5,198",1,"375,719","1,714","7,113","14,244","6,287",2005
"2,738","37,716",,376,"1,039",,47,"2,525","11,240","6,439",729,172,114,382,455,7,"4,830","3,872",446,95,"1,134","5,458","2,429,002","6,691",300,372,546,113,NEW MEXICO,702,46,"83,276",104,575,"3,319",704,2005
"10,680","86,855",,465,"7,945",,0,"15,291","29,062","54,613",0,203,748,"4,808","10,180",198,"38,780","4,974","2,855",350,"2,763","29,226","19,800,300","50,045","1,743","4,248",0,"4,530",NEW YORK ,"6,238",0,"335,353","1,374","12,719","16,026","4,505",2005
"16,540","136,509",,393,"15,302",,26,"18,175","28,720","38,775",0,"1,937",720,"3,422","30,503",452,"40,798","14,565","1,844",666,"8,324","56,641","8,455,705","58,337","1,370","4,105","1,262","1,632",NORTH CAROLINA,"6,379",0,"446,154",90,"9,073","22,031","7,931",2005
171,"5,775",,12,195,,334,"1,641","4,116","1,785",541,13,32,122,"1,034",4,"1,782","5,816",192,4,210,"1,820","549,686","2,181",1,16,701,68,NORTH DAKOTA,113,0,"27,248",2,558,223,190,2005
"3,696","65,392",,385,"5,977",,"2,043","17,976","20,126","33,643","4,375",22,623,"1,699","3,529",157,"23,230","12,937","1,913",227,"9,217","26,420","11,557,771","31,505","1,282","2,561","1,020","1,123",OHIO,"4,598",75,"251,917",83,"4,598","7,107","2,990",2005
"4,374","32,892",,284,"2,867",,"2,082","2,961","15,884","21,468","21,167",516,329,"1,079","2,435",19,"11,244","2,957","1,102",167,998,"9,818","3,345,709","15,497",456,681,"3,428",700,OKLAHOMA,"2,405",0,"145,946",0,"1,327","5,551","2,306",2005
"2,979","21,529",,249,"3,171",,"2,368","6,878","14,901","20,532",0,78,291,"1,943","1,704",9,"20,550","14,734","2,665",130,512,"14,889","3,431,463","26,635",635,955,"2,347","1,279",OREGON,680,0,"142,649",2,"4,598","4,355","2,041",2005
"15,375","50,116",,681,"9,448",,"28,307","54,107","41,464","51,944","21,315",397,"1,199","3,573","12,547",320,"37,848","24,985","4,647",510,935,"42,373","12,564,202","52,624","2,552","6,720","2,024","2,881",PENNSYLVANIA,"3,298",0,"437,305","1,004","11,896","23,804","4,839",2005
523,"13,528",,74,630,,8,"2,518","2,313","2,863",17,153,59,138,908,11,"2,199",638,199,9,134,"3,634","871,688","3,102",110,151,151,136,RHODE ISLAND ,272,0,"32,875",1,"1,190",742,308,2005
"8,502","46,481",,197,"5,054",,46,"14,597","8,645","29,837","11,170",504,533,"2,565","24,630",130,"18,747","9,588","1,094",287,751,"24,279","4,865,027","25,092",742,"1,558",512,809,SOUTH CAROLINA,"2,701",0,"221,852",980,"4,140","10,880","2,773",2005
204,"5,731",,9,173,,43,643,"2,041",979,424,36,46,66,267,3,"1,045","2,585",50,5,68,"1,252","781,739","1,277",3,10,128,73,SOUTH DAKOTA,102,1,"16,299",13,211,265,88,2005
"10,627","70,937",,215,"5,436",,"1,693","10,802","22,279","34,286","17,177",733,352,"3,402","10,770",319,"24,132","7,784","2,522",338,"1,219","27,889","5,642,765","32,305","2,025","2,636","2,450",657,TENNESSEE,"1,076",0,"268,770",33,"3,879","13,953","3,102",2005
"22,812","304,711",,735,"18,246",,"13,641","38,811","90,919","124,214","117,264",544,"2,183","9,557","16,388",377,"93,279","26,855","7,896",906,"4,904","102,596","22,040,153","120,156","5,999","6,481","14,282","4,616",TEXAS,737,31,"1,057,731","2,756","12,303","32,382","13,688",2005
"1,177","39,117",,120,"1,351",,"1,830","6,014","6,577","8,215","5,015",7,200,"1,055","1,114",0,"13,856","10,429",525,45,"1,872","9,812","2,096,365","15,852",344,329,748,892,UTAH,915,4,"116,880",467,"3,599","1,751","1,251",2005
251,"2,192",,17,236,,0,756,"3,626","1,312",8,28,58,87,506,0,923,739,95,11,293,"1,312","639,008","1,271",1,6,1,62,VERMONT,133,0,"13,021",0,356,326,12,2005
"4,211","93,986",,272,"3,715",,"2,588","6,154","22,279","26,954","24,979","1,365",303,"2,212","8,971",72,"19,129","9,255","1,333",312,"1,376","32,275","6,825,978","24,449",737,"1,683","3,933",957,VIRGINIA,906,0,"277,579",100,"3,917","6,509","3,605",2005
"5,105","60,014",,446,"5,835",,18,"4,775","36,848","24,809",3,133,801,"2,960","1,541",6,"29,569","11,291","2,328",152,417,"32,592","5,417,774","38,178","1,567","1,676","1,819","1,254",WASHINGTON,"5,117",6,"241,635",20,"6,996","7,734","3,537",2005
"1,382","13,790",,43,850,,64,"1,094","6,613","5,703","4,313",106,55,535,"1,498",2,"4,243","2,029",359,54,125,"7,455","1,545,865","5,495",163,206,72,181,WEST VIRGINIA,406,0,"52,854",41,"1,055","1,697",417,2005
"3,121","77,112",,196,"3,195",,"3,803","43,642","31,806","16,207",10,147,467,"1,845","8,748",20,"21,959","31,708","1,413",76,"1,745","11,448","4,769,639","26,763",121,576,"3,029","2,525",WISCONSIN,"1,007",146,"275,752",81,"7,121","4,240","2,478",2005
493,"12,826",,20,334,,387,"1,350","5,067","3,283","1,773",7,35,145,179,19,"2,199","3,922",121,14,307,"3,069","497,656","2,674",3,35,290,152,WYOMING,74,100,"37,252",29,817,577,202,2005
"3,648","74,319",,107,"3,262",,31,"4,478","12,374","16,860","9,371",34,320,"1,901","8,524",87,"12,820","5,778","1,057",347,975,"24,666","4,691,413","17,246",191,"1,610",429,553,ALABAMA  ,"2,232",0,"189,558",288,"2,058","5,925","1,238",2006
"1,392","15,131",,43,555,,0,913,"4,334","1,701",172,8,60,122,165,1,"3,383","1,940",385,36,345,"4,130","641,049","4,366",192,144,285,183,ALASKA,16,1,"36,994",3,954,"1,632",400,2006
"6,565","88,258",,288,"4,629",,"3,973","17,251","35,251","35,470",1,294,208,"3,122","2,075",23,"25,846","24,317","4,538",294,"3,371","24,721","5,893,944","35,301","1,518","1,566","5,271","1,505",ARIZONA,"1,435",0,"307,695","1,128","11,074","8,633","3,703",2006
"3,704","43,009",,86,"2,610",,810,"3,012","9,388","11,154","8,623",8,240,"1,278","2,934",13,"8,619","1,723",485,130,273,"8,286","1,943,587","11,800",251,646,530,235,ARKANSAS,"1,124",199,"113,791","1,608","1,384","4,720","1,429",2006
"99,448","347,996",,"1,665","52,204",,"19,613","17,014","197,775","301,406","106,859","2,269","2,119","10,110","10,157",557,"84,265","21,533","28,283","1,965",509,"89,196","36,291,331","166,417","12,908","20,343","5,286","15,665",CALIFORNIA ,"21,380",0,"1,543,797","5,198","34,527","123,875","33,547",2006
"5,398","95,458",,275,"3,070",,"2,579","12,023","30,862","19,513",384,192,484,"1,699","2,537",5,"18,963","16,968","1,886",112,"2,976","15,801","4,493,272","24,194",497,"1,053","3,605","1,018",COLORADO ,"1,226",23,"247,536",190,"6,351","7,047","2,388",2006
"3,196","26,302",,332,"1,945",,137,"12,879","5,105","12,249",12,165,234,645,996,13,"9,207",994,694,93,"1,087","14,613","2,137,426","12,178",481,978,36,423,CONNECTICUT,606,0,"96,616",23,"1,928","4,501","1,243",2006
"1,862","6,315",,89,"1,083",,112,"2,769",233,"5,538",472,227,132,588,"2,077",13,"4,126","2,321",167,19,221,"7,890","853,476","5,465",105,550,1,177,DELAWARE,426,0,"39,832",706,"1,149","2,563",464,2006
41,"3,258",,1,1,,2,248,17,91,78,1,0,3,1,0,42,"1,397",15,0,0,178,,59,0,53,0,2,DISTRICT OF COLUMBIA    ,12,0,"5,681",182,29,94,29,2006
"38,351","534,759",,473,"27,188",,,,"55,278","168,119",,"1,569","1,960","4,804","16,240",352,"81,597","32,137","11,902",755,,"94,816","18,015,015","121,160","5,443","9,703",,"3,861",FLORIDA    ,"2,737",,"1,110,535",,"9,880","50,769","8,611",2006
"7,786","70,543",,483,"3,948",,535,"20,530","16,615","33,922","3,207",127,255,"3,555","6,293",268,"17,305","10,220","1,682",252,"2,420","16,434","3,185,684","23,418","1,540","2,002",976,"3,231",GEORGIA,"3,295",20,"234,735",835,"2,076","10,295","4,380",2006
725,"22,520",,31,421,,216,588,"5,059","2,428",6,28,89,222,209,21,"2,893",895,613,28,27,"4,334","1,081,338","3,958",428,303,"4,339",305,HAWAII,127,0,"48,018",0,937,"1,145",226,2006
"1,066","22,814",,99,904,,696,"2,451","10,308","5,285",242,123,127,281,511,15,"4,779","5,453",278,27,446,"5,846","1,236,683","6,060",7,110,"1,766",326,IDAHO,248,0,"65,945",7,"1,170","1,330",560,2006
"5,253","30,501",,105,"2,988",,706,"21,513","5,971","57,495",0,0,14,324,"1,296","3,882","14,583","1,537","5,785",320,424,"27,853","13,011,534","23,461","4,736","3,320",20,944,ILLINOIS ,88,0,"191,165",179,"5,737",402,"4,096",2006
"4,341","42,647",,153,"3,075",,513,"5,435","22,586","19,633","12,522",42,153,"1,007","1,867",32,"16,747","11,880","1,112",161,"2,059","13,567","6,741,675","21,087",198,916,"3,646","1,063",INDIANA,"1,004",123,"170,293",40,"2,447","5,571","1,324",2006
"3,383","29,651",,151,"2,013",,927,"5,789","13,028","8,512","10,013",63,107,748,"1,031",12,"9,064","8,739",508,26,931,"9,416","2,479,827","11,736",95,331,438,280,IOWA,200,0,"109,230",13,"3,278","3,847",483,2006
"1,749","16,953",,68,946,,0,"3,708","11,249","6,523",238,125,175,508,"1,358",0,"4,190","6,852",422,47,247,"9,728","1,783,369","5,626",212,206,"1,612",285,KANSAS,275,0,"70,057",0,"1,701","2,177",680,2006
"1,127","26,159",,27,"1,754",,216,"1,943","4,971","12,192","5,543",21,64,706,"1,170",18,"6,342","1,014",320,41,"1,203","3,612","984,186","8,443",656,807,160,110,KENTUCKY,"1,242",0,"73,504",646,779,"2,039",661,2006
"5,697","43,800",,109,"3,819",,497,"17,941","8,755","23,506","2,193",170,306,814,"1,974",80,"12,081","6,945","1,078",292,975,"20,364","2,057,838","17,087",519,953,524,809,LOUISIANA,"1,607",36,"161,316",294,"3,393","7,248","1,785",2006
474,"17,606",,76,"1,376",,74,"1,845","7,704","5,779",78,48,81,367,892,9,"5,258","4,952",291,0,378,"7,100","1,317,948","7,001",28,186,141,278,MAINE,198,0,"57,351",0,"1,732",741,400,2006
"7,501","108,635",,566,"7,389",,281,"6,697","22,898","55,466",3,348,400,"1,207","2,563",356,"22,774","6,061","4,016",317,"2,267","29,762","5,571,209","34,745","1,694","4,213",878,"1,330",MARYLAND,201,723,"297,530",155,"4,444","12,431","4,385",2006
"9,235","31,463",,91,"3,191",,19,"7,385","8,359","17,729","6,827",90,303,753,"1,365",10,"10,932","4,575",856,74,"1,356","15,931","5,471,817","15,070",823,"1,951",310,553,MASSACHUSETTS,"1,317",173,"130,219",16,"3,231","11,563","1,301",2006
"10,293","101,709",,367,"6,000",,"1,527","10,301","44,553","33,886",538,"1,358",747,"1,261","6,384",160,"25,085","25,263","4,014",209,"3,348","28,791","9,426,852","35,466",834,"2,680","1,525","1,203",MICHIGAN,"2,464",0,"324,698",563,"4,326","13,929","5,309",2006
"4,224","37,857",,245,"3,344",,"4,847","13,282","26,098","18,186",0,26,,"1,927","3,786",26,"19,085","25,700","1,885",90,814,"18,075","4,610,061","24,559","1,200","1,292","4,247","1,375",MINNESOTA ,"1,992",0,,332,"5,034",,"2,472",2006
"1,268","35,165",,106,"2,245",,475,"8,235","11,250","16,190","7,324",739,203,"1,030","2,311",397,"6,981","3,022",525,155,"4,263","12,565","2,616,759","9,857",171,642,261,432,MISSISSIPPI,907,106,"119,506",71,"1,291","2,268","1,176",2006
"12,361","123,165",,468,"7,129",,"1,914","16,123","38,859","44,762",108,165,737,"3,158","4,614",195,"30,253","15,123","4,205",351,"5,169","37,720","5,748,820","42,055","1,085","2,443","3,349","2,981",MISSOURI,"3,228",0,"372,182",324,"8,093","15,892","4,100",2006
"1,069","20,114",,113,962,,379,"4,136","12,726","10,321",0,78,145,570,"1,703",18,"7,565","11,549",333,44,"1,621","8,594","1,543,773","8,973",233,317,407,609,NEBRASKA,"1,047",1,"88,602",42,"2,783","1,575","1,123",2006
"2,870","62,064",,149,"2,954",,"3,381","2,876","11,060","13,784",189,452,207,999,"2,858",126,"10,025","8,409","2,195",159,"1,766","19,001","2,481,554","15,323","4,609","1,659","1,651","1,308",NEVADA,"1,890",27,"163,109","1,775","2,221","4,895","2,445",2006
372,"13,841",,54,397,,17,"1,482","4,783","3,228","4,453",35,67,210,"1,027",1,"2,298","5,376",136,8,158,"5,427","1,039,150","2,885",98,145,351,200,NEW HAMPSHIRE,411,0,"46,100",48,"1,350",592,127,2006
"9,149","146,975",,455,"6,144",,"6,322","21,548","25,181","54,168",3,120,428,"1,972","4,855",309,"23,595","8,036","1,094",312,"15,307","28,048","8,446,877","31,288","2,022","4,425","5,013","1,761",NEW JERSEY,"5,114",5,"388,116","1,635","7,660","14,314","6,460",2006
"2,290","32,339",,76,984,,18,"2,727","8,441","5,775",167,149,99,295,508,13,"4,039","3,716",421,67,857,"5,608","2,268,388","5,520",333,350,386,128,NEW MEXICO,753,125,"72,114",0,692,"2,806",758,2006
"10,767","87,472",,422,"8,611",,0,"16,474","28,696","61,748",0,196,730,"4,439","9,354",157,"36,906","5,864","2,824",298,"2,640","31,920","19,446,127","48,763","1,765","4,300",0,"4,490",NEW YORK ,"5,884",0,"345,357","1,599","13,440","16,095","4,361",2006
"13,408","127,080",,374,"14,874",,12,"16,351","50,674","35,066",0,"1,734",702,"3,182","25,006",593,"36,471","16,408","1,682",629,"8,297","53,250","8,749,209","53,401","1,414","3,921","1,413","1,347",NORTH CAROLINA,"5,757",0,"436,676",503,"8,904","18,660","7,624",2006
207,"5,688",,30,329,,252,"1,751","4,581","1,783",605,27,39,146,"1,122",0,"1,696","6,336",201,4,186,"1,919","575,177","2,256",2,25,667,78,NORTH DAKOTA,123,0,"28,597",0,657,275,143,2006
"3,604","62,940",,281,"5,320",,"1,764","18,146","18,960","31,368","4,138",21,476,"1,390","3,392",100,"21,816","11,710","1,495",164,"7,541","24,083","11,693,115","28,912",951,"2,320",881,895,OHIO,"3,888",23,"235,005",79,"4,327","6,564","2,932",2006
"4,139","34,195",,364,"2,882",,"2,228","3,094","15,936","20,823","22,120",500,261,898,"2,082",49,"9,407","3,588",969,154,775,"9,703","3,254,461","13,622",450,750,"3,037",737,OKLAHOMA,"2,156",0,"145,171",0,"1,323","5,304","2,551",2006
"2,839","17,802",,289,"2,482",,"2,160","6,355","14,016","17,352",0,61,263,"1,254","1,451",13,"17,950","13,434","1,767",101,509,"13,202","3,099,031","22,488",677,939,"1,876","1,129",OREGON,678,0,"124,612",4,"4,277","4,142","1,732",2006
"16,187","53,626",,707,"9,803",,"29,734","57,363","46,093","54,412","21,686",405,"1,072","3,495","10,777",337,"37,691","27,319","4,598",476,954,"43,568","12,932,970","52,799","2,380","7,367","2,083","2,651",PENNSYLVANIA,"3,308",0,"457,514","1,041","13,383","25,102","4,998",2006
492,"15,183",,48,587,,35,"3,046","2,118","3,688",14,174,48,181,883,15,"2,035",766,146,13,85,"3,941","954,017","2,816",215,144,48,103,RHODE ISLAND,304,1,"35,999",11,"1,323",697,352,2006
"8,030","34,219",,196,"4,678",,45,"13,040","7,650","28,713","8,033",470,390,"2,423","19,181",113,"14,984","8,329","1,041",282,876,"22,182","4,877,177","20,899",520,"1,609",439,709,SOUTH CAROLINA,"2,408",0,"187,578",734,"3,626","10,311","2,658",2006
118,"1,372",,14,108,,164,662,"3,695",640,146,8,25,20,537,0,581,"3,670",48,1,228,"1,153","765,423",751,4,10,197,26,SOUTH DAKOTA,8,0,"13,677",1,189,154,52,2006
"9,784","77,655",,235,"5,869",,"1,564","11,245","23,296","35,455","20,935","1,029",345,"3,899","10,309",264,"23,027","8,737","2,475",326,"1,582","30,460","5,877,891","31,606","2,142","2,885","2,474",769,TENNESSEE,893,0,"285,475",25,"4,443","13,340","3,353",2006
"22,895","318,321",,784,"18,328",,"12,999","42,913","88,165","135,914","120,286",531,"2,131","8,443","15,440",428,"85,266","29,348","7,459",777,"5,519","100,697","22,453,094","111,837","8,403","7,222","11,441","4,359",TEXAS,758,7,"1,078,961","2,779","13,022","33,025","14,326",2006
"1,052","41,837",,109,"1,152",,"1,944","4,619","6,452","7,653","4,134",22,163,780,930,17,"10,568","10,054",484,28,"2,105","8,401","2,003,810","12,313",512,355,254,823,UTAH,654,0,"109,762",301,"3,326","1,598","1,033",2006
302,"2,635",,18,310,,2,813,"3,544","1,394",6,40,65,97,378,0,"1,007",770,96,6,359,"1,406","620,953","1,431",1,13,1,44,VERMONT,128,0,"13,798",2,352,386,9,2006
"4,501","90,596",,379,"3,967",,"2,961","5,526","21,422","29,273","24,684","1,588",323,"2,199","8,480",102,"18,492","8,855","1,039",228,"1,237","32,939","6,895,712","23,877",586,"1,856","4,975",981,VIRGINIA,827,0,"276,305",134,"4,444","6,908","3,711",2006
"4,877","64,789",,384,"5,841",,60,"4,931","36,986","29,264",7,183,783,"2,435","1,278",12,"26,429","13,030","2,294",148,614,"30,243","5,254,276","34,948","1,313","1,866","1,937","1,427",WASHINGTON,"4,649",10,"246,388",21,"6,984","7,674","3,593",2006
754,"6,077",,42,496,,49,474,"4,028","4,100","1,063",64,35,255,614,0,"1,636","1,274",203,18,61,"4,032","885,812","2,377",29,75,31,133,WEST VIRGINIA,170,0,"26,566",6,599,882,248,2006
"5,517","126,158",,432,"4,898",,"7,164","63,761","41,105","25,329",5,197,732,"2,424","8,300",157,"30,637","42,935","2,554",182,"2,448","19,162","5,294,726","38,521",690,"1,650","4,380","3,113",WISCONSIN,"1,324",4,"414,975","3,496","11,111","8,081","5,110",2006
518,"13,591",,16,315,,359,"1,360","5,423","3,160","2,002",14,25,135,167,1,"1,889","4,471",121,4,256,"3,223","502,901","2,341",6,26,297,157,WYOMING,102,118,"38,780",16,863,573,145,2006
"3,807","77,383",,107,"3,379",,55,"5,014","12,857","17,309","10,584",61,319,"1,892","7,818",57,"16,258","6,073","1,068",336,"1,054","25,034","4,482,050","20,812",182,"1,763",497,604,ALABAMA  ,"2,255",1,"199,688",421,"2,033","6,225","1,467",2007
"1,453","15,651",,30,470,,11,986,"5,187","1,759",129,8,75,136,161,8,"3,390","1,847",357,39,332,"4,098","654,555","4,247",343,160,390,172,ALASKA,21,2,"38,578",7,954,"1,727",402,2007
"6,106","90,644",,289,"4,681",,"4,268","16,750","38,260","35,384",4,393,215,"4,446","1,983",1,"30,342","27,405","3,924",297,"3,105","24,597","5,941,252","39,236","1,600","1,872","5,352","1,695",ARIZONA,"1,285",0,"321,503","1,344","11,573","8,490","3,688",2007
